@RELATION WhereIsSmartphone
@ATTRIBUTE XL_AVERAGE NUMERIC 
@ATTRIBUTE XL_VARIANCE NUMERIC 
@ATTRIBUTE XL_STD NUMERIC 
@ATTRIBUTE XL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_AVERAGE NUMERIC 
@ATTRIBUTE YL_VARIANCE NUMERIC 
@ATTRIBUTE YL_STD NUMERIC 
@ATTRIBUTE YL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_AVERAGE NUMERIC 
@ATTRIBUTE ZL_VARIANCE NUMERIC 
@ATTRIBUTE ZL_STD NUMERIC 
@ATTRIBUTE ZL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_STD NUMERIC 
@ATTRIBUTE |V|L_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_XL_YL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE XL_YL_ZL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_YL_ZL_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_YL NUMERIC 
@ATTRIBUTE CORRELATION_XL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_XL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_YL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_YL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_ZL_|V|L NUMERIC 
@ATTRIBUTE ROTATION_X_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_X_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_X_STD NUMERIC 
@ATTRIBUTE ROTATION_X_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_X_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Y_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_Y_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_Y_STD NUMERIC 
@ATTRIBUTE ROTATION_Y_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Y_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Z_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_Z_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_Z_STD NUMERIC 
@ATTRIBUTE ROTATION_Z_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Z_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE ROTATION_X_ROTATION_Y_ROTATION_Z_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE ROTATION_X_ROTATION_Y_ROTATION_Z_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE LIGHT_AVERAGE NUMERIC 
@ATTRIBUTE LIGHT_VARIANCE NUMERIC 
@ATTRIBUTE LIGHT_STD NUMERIC 
@ATTRIBUTE LIGHT_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE LIGHT_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {SINISTRA_PANTALONI,DESTRA_PANTALONI,TASCA_GIACCA_BASSA,TASCA_GIACCA_ALTA}
@DATA
0.0742,0.0157,0.1255,0.7838,-0.5772,0.0466,0.0361,0.1899,1.3825,-0.1321,0.0203,0.0275,0.166,0.8861,-1.4494,0.2135,0.0419,0.2046,1.2906,0.037,1.5919,3.6591,0.3474,2.2986,0.2182,0.0949,0.6608,0.756,0.6133,1.144,0.9281,0.8113,0.4367,0.5715,0.3761,1.3087,0.8614,0.6582,1.7785,0.5471,-5.7861,0.3076,-3.2534,-10.5759,0.407,1.3739,0.3708,3.3759,0.9112,0.2699,0.567,0.8846,0.6073,1.5603,1.0712,0.6866,0.0018,0.3237,0.1914,0.3376,0.2933,-0.6218,0.7582,-0.4446,-0.4857,0,0.0016,0.4888,?,-0.1369,0,0.0061,0.1482,?,0.041,0,0.0047,0.0171,0.6386,3.548,-11.8494,-3.3397,0.2664,0.3458,1.298,0.071,0.1196,1.6848,3.2982,-16.1718,-4.9033,1,0,0,3.2982,28.5806,8.6656,0.0101,0.6636,-0.9914,0.9768,-0.969,0,0,0,0,0,DESTRA_PANTALONI
-0.127,12.1441,3.4848,23.2608,-0.3264,-0.6637,0.9188,0.9585,4.1058,-2.0104,-0.4089,8.6516,2.9414,18.3853,-0.7399,3.6686,8.8799,2.9799,20.1216,0.0174,0.1914,0.3107,-0.0346,1.6232,-0.1809,-0.1115,3.6356,1.1848,1.1694,0.3259,0.3217,0.9871,13.2175,1.4037,1.3676,0.1062,0.1035,0.9743,2.0876,0.7321,-16.021,0.3507,-7.6744,-21.8835,12.858,1.6596,0.8563,0.1291,0.0666,0.516,5.6653,1.2652,1.156,0.2233,0.204,0.9137,0.0165,5.2855,0.371,0.4478,0.5434,-0.0599,-0.0093,0.1815,-0.0403,0.0033,0.0578,0.2054,-1.5124,-0.3858,0.0098,0.0991,0.7011,?,-0.3052,0.0306,0.1749,0.6148,?,0.1043,0.1319,1.2641,0.583,0.3302,0.5664,0.3399,0.109,0.3208,0.1763,0.2011,1.1403,0,0,1,0.2929,0.334,1.1403,0.0103,0.7511,-0.4359,-0.2911,-0.6872,3.5,16.625,4.0774,9,0,SINISTRA_PANTALONI
-0.0495,0.0723,0.2689,1.7197,-11.3514,-0.1127,0.1408,0.3753,2.8567,-3.277,-0.1214,0.0036,0.0603,0.3725,-19.349,0.2625,0.1777,0.4216,2.6481,0.0275,0.4391,0.4074,-0.1885,0.9279,-0.4292,-0.4626,0.7164,4.4594,0.6378,6.2245,0.8902,0.143,0.5133,19.8859,0.4067,38.7442,0.7925,0.0205,0.7221,4.4621,-21.142,6.1793,-29.2783,-4.7381,0.2085,7.6058,0.0511,36.4855,0.2453,0.0067,0.602,4.6166,0.6494,7.6686,1.0787,0.1407,0.0036,0.3892,0.9296,0.553,-0.9388,0.4312,-0.8796,-0.6167,0.4025,0,0.0012,0.0034,0.9917,-0.6209,0,0.0013,0.6234,?,0.1275,0,0.0018,0.0058,0.9555,-0.6483,3.1577,-4.8707,0.9364,0.6696,0.7151,0.8769,0.4484,0.5113,-0.6427,3.2358,-5.0347,0,3.1176,0,0.0054,0.5814,108.0653,0.0156,1.1509,1.0134,0.9686,0.9977,0,0,0,0,0,SINISTRA_PANTALONI
0.6011,7.4541,2.7302,14.8479,-0.2639,-0.8511,2.1732,1.4742,5.022,-1.2252,-0.2417,1.9785,1.4066,4.6082,-0.7483,3.1464,2.8501,1.6882,11.129,0.072,-0.7062,-2.4867,0.191,3.5211,-0.2705,-0.0768,1.852,1.941,1.6172,1.0481,0.8732,0.8332,3.4299,3.7675,2.6154,1.0984,0.7625,0.6942,1.1213,1.572,-3.5921,1.402,-3.2035,-2.285,5.2052,4.4567,0.9796,0.8562,0.1882,0.2198,2.9566,3.222,1.3342,1.0898,0.4513,0.4141,0.0223,4.7557,0.3736,0.527,0.6072,0.2844,0.0365,0.2874,0.0207,0.0046,0.0681,0.1955,-0.4848,-0.3603,0.0004,0.0205,0.3937,?,0.4121,0.0686,0.2619,0.8523,-0.1401,-0.0574,0.0502,-0.8745,3.3232,0.26,0.0782,11.0433,0.0676,0.0061,0.1622,0.6097,3.7595,0,0.1761,0,0.4967,0.2294,0.4619,0.0114,0.8462,0.4763,-0.4959,-0.8349,12.5417,55.6233,7.4581,18,0,SINISTRA_PANTALONI
-0.0017,0.0083,0.0914,0.5496,-1.7772,0.008,0.0351,0.1873,1.1768,-0.1974,-0.0863,0.007,0.0834,0.4272,-1.7613,0.1825,0.0246,0.1568,0.9738,0.0309,-0.2144,0.0199,-0.0094,-0.0928,0.0438,-0.4726,0.4878,1.095,0.5827,2.2448,1.1947,0.5322,0.2379,1.199,0.3396,5.0393,1.4272,0.2832,1.8128,1.2907,-11.3302,0.712,-6.2501,-8.7782,0.2014,1.2792,0.1969,6.3527,0.978,0.1539,0.467,1.2865,0.5643,2.7548,1.2084,0.4387,0.0018,0.2612,0.3421,-0.2721,0.3255,0.1925,0.8805,-0.0045,-0.1474,0,0.0019,0.1524,?,-0.7312,0,0.0004,0.7318,?,-0.4746,0,0.0007,0.4764,?,0.2016,0.3106,1.5406,4.739,2.6347,0.556,22.4585,6.9417,0.3091,0.2082,0.3198,1.5361,1,1,1,0.2082,0.3198,1.5361,0.0184,1.3533,-0.8224,-0.3895,0.321,0,0,0,0,0,SINISTRA_PANTALONI
0.0263,0.0026,0.0511,0.2303,-0.455,-0.0294,0.0017,0.0411,0.1938,-1.5134,-0.0927,0.0037,0.0609,0.2643,-43.0093,0.1241,0.0028,0.0525,0.2396,0.1001,-0.8969,-0.2843,0.2123,0.317,-0.2367,-0.7467,1.2437,0.8394,0.9734,0.6749,0.7826,1.1596,1.5469,0.7047,0.9475,0.4555,0.6125,1.3446,0.6173,0.2788,-2.703,0.4517,-4.379,-9.6939,2.0531,26.3558,0.5947,12.8373,0.2896,0.0226,1.1885,0.8714,0.9615,0.7332,0.809,1.1034,0.0021,0.1831,-0.1131,0.1049,0.1364,-0.2242,-0.0147,-0.8944,-0.6196,0,0.0009,0.6212,?,-0.3653,0,0.0003,0.3659,?,-0.693,0,0.0005,0.6937,?,1.6963,0.8941,0.5271,2.6496,1.656,0.625,7.0204,2.7422,0.3906,1.6977,0.8955,0.5275,1,1,1,1.6977,0.8955,0.5275,0.0208,1.678,-0.9224,-0.9709,0.8039,0,0,0,0,0,SINISTRA_PANTALONI
-4.4338,1.3891,1.1786,6.6719,?,-0.2246,0.9962,0.9981,3.1758,-1.5054,-3.6033,3.0454,1.7451,7.4551,?,5.9391,2.851,1.6885,6.665,0.2912,19.7399,1.2305,-0.7465,0.0623,-0.0378,-0.6067,1.1808,0.6754,0.698,0.5719,0.5911,1.0335,1.3944,0.4561,0.4872,0.3271,0.3494,1.0682,3.4964,0.8949,-2.436,0.256,-0.6967,-2.722,0,1,0,0,0.1348,0,2.1009,0.8949,1.001,0.426,0.4765,1.1185,0.5198,8.9226,-0.2248,0.4087,-0.8048,-0.1527,0.2079,-0.8623,0.4628,0.0283,0.1683,0.5309,0.253,0.1918,0.0212,0.1456,0.4143,-0.0538,-0.5973,0.0022,0.0466,0.664,?,2.4128,-0.7747,-0.3211,1.1562,3.6083,3.1208,1.3368,13.0196,9.7394,-8.5079,-0.2709,0.0318,1.8077,0,0,1.2814,0.7996,0.624,0.0177,1.2547,0.9817,0.9814,0.9787,2.2273,4.7665,2.1832,6,0,SINISTRA_PANTALONI
0.1854,42.2624,6.501,46.436,-1.2588,-0.1093,3.8404,1.9597,8.3794,-1.909,0.3895,17.4278,4.1747,33.6442,-0.6117,5.3858,34.7213,5.8925,28.8703,0.0193,-1.6952,0.4759,0.0344,-0.2807,-0.0203,0.0723,3.3173,1.5572,1.1033,0.4694,0.3326,0.7085,11.0047,2.425,1.2172,0.2204,0.1106,0.5019,4.7061,2.0266,-45.4544,0.4306,-9.6587,-22.4291,7.1368,0.9848,0.6983,0.138,0.0978,0.7091,5.5417,1.3802,1.6084,0.2491,0.2902,1.1654,0.0093,7.7998,-0.1435,0.79,-0.1907,0.0734,0.0466,0.0306,0.4324,0.6947,0.8335,1.9242,-0.9951,-0.1267,0.0801,0.283,0.7642,-0.9938,0.0826,0.0072,0.0848,0.3185,-0.3089,-3.4133,5.2361,-1.534,2.9457,9.8315,3.3376,8.6771,96.6587,11.1395,2.5195,12.767,5.0673,2.5161,3.9629,1.575,2.5178,6.0406,2.3992,0.0095,1.3344,-0.9889,-0.0244,0.0259,0.8542,0.1246,0.3529,1,0,SINISTRA_PANTALONI
0.0589,0.0152,0.1233,0.4997,-0.9109,-0.0718,0.0059,0.077,0.3503,-1.6599,-0.0934,0.0149,0.1222,0.5381,-3.5014,0.2151,0.0071,0.0845,0.3873,0.1411,-0.8212,-0.6311,0.274,0.7685,-0.3336,-0.4341,1.6001,1.0086,1.4589,0.6303,0.9117,1.4465,2.5603,1.0173,2.1284,0.3973,0.8313,2.0922,1.0896,0.569,-3.7437,0.5223,-3.436,-6.579,1.9854,2.1873,0.5799,1.1017,0.2921,0.2651,1.4264,0.9285,1.2902,0.651,0.9045,1.3895,0.0028,0.3276,-0.1126,-0.2477,0.4915,0.1268,-0.255,-0.714,0.617,0,0.0006,0.0021,0.9966,0.3618,0,0.0011,0.0035,0.9904,0.6542,0,0.0008,0.0037,0.9943,1.7055,0.9431,0.553,0.5343,0.7263,1.3593,0.2855,0.5275,1.8478,1.711,0.9447,0.5521,1.7003,0.9426,0.5543,0.6058,0.5711,0.9427,0.0206,1.6329,0.1105,-0.721,-0.1445,1,0,0,0,1,SINISTRA_PANTALONI
0.022,0.0083,0.0909,0.3661,-0.5516,-0.0341,0.0038,0.0617,0.2711,-2.5407,-0.1052,0.0021,0.0455,0.1975,?,0.1562,0.0024,0.0494,0.1993,0.25,-0.6456,-0.2092,0.1409,0.3241,-0.2183,-0.6735,1.4723,1.9975,1.8388,1.3568,1.249,0.9205,2.1676,3.99,3.3812,1.8408,1.5599,0.8474,0.6691,0.6592,-1.9598,0.9852,-2.9292,-2.9731,3.0815,0,0.888,0,0.2882,0,1.3504,1.8541,1.8371,1.373,1.3604,0.9908,0.0023,0.2398,0.1058,-0.1997,0.392,-0.3064,-0.2182,-0.4747,0.632,0,0.0008,0.0029,0.9954,0.3573,0,0.001,0.0032,0.9912,0.6743,0,0.0005,0.0018,0.9973,1.7689,0.9372,0.5298,0.8032,1.6823,2.0946,0.6451,2.8303,4.3874,1.7747,0.9367,0.5278,1.7672,0.9385,0.531,0.9292,1.5952,1.7168,0.0206,1.6636,-0.9376,-0.857,0.2008,?,?,?,?,?,SINISTRA_PANTALONI
0.4932,8.2192,2.8669,13.1246,-0.5039,-0.5483,4.5434,2.1315,8.7331,-0.789,0.0137,3.5902,1.8948,9.4016,-1.0659,3.6137,3.838,1.9591,9.2055,0.0795,-0.8995,36.0545,0.1365,-40.0829,-0.1517,0.0038,1.345,1.5131,1.4634,1.1249,1.088,0.9672,1.809,2.2893,2.1415,1.2655,1.1838,0.9354,1.1418,0.9066,-5.5306,0.794,-4.8437,-6.1006,1.7877,1.9177,0.8726,1.0727,0.4881,0.455,1.5028,1.396,1.4257,0.9289,0.9487,1.0213,0.0151,5.3423,0.3407,0.1735,0.5262,0.3236,0.146,0.1321,-0.5377,0.0005,0.0218,0.5791,?,0.386,0.0003,0.0167,0.0654,0.8403,0.0766,0.0007,0.0264,0.1142,0.025,-1.393,-7.0185,5.0383,1.3072,0.8283,0.6336,1.7088,0.686,0.4015,-1.6836,-197.7407,117.4504,0,0,3.4937,8.8596,5.0695,0.5722,0.0136,1.0003,0.3159,0.547,0.197,0,0,0,0,0,SINISTRA_PANTALONI
1.1106,14.1203,3.7577,14.4412,-0.7272,-1.6037,7.3274,2.7069,10.7892,-2.4573,1.797,18.4076,4.2904,16.441,-0.5691,6.4721,5.0013,2.2364,10.5919,0.2076,-0.6925,0.6181,0.1716,-0.8925,-0.2478,0.2776,1.3882,0.8758,1.6803,0.6309,1.2104,1.9185,1.9271,0.7671,2.8233,0.3981,1.4651,3.6806,0.7929,1.0197,-2.1909,1.2861,-2.7633,-2.1486,2.6792,0.7979,0.6255,0.2978,0.2335,0.7839,1.3385,0.8784,1.3634,0.6562,1.0186,1.5522,0.0577,9.7355,-0.1169,0.2722,0.5565,0.5506,-0.2402,0.2869,0.49,0.0057,0.0755,0.2282,0.5996,-0.1744,0.0154,0.1242,0.4467,-2.5496,0.3231,0.0254,0.1595,0.5023,0.1167,-2.8094,1.5164,-0.5398,0.6075,0.4734,0.7792,0.3691,0.2241,0.6071,-1.0651,5.1483,-4.8337,4.5285,1.0022,0.2213,0.5108,0.4543,0.8894,0.013,1.0065,0.5443,0.956,0.7566,0,0,0,0,0,SINISTRA_PANTALONI
1.1973,14.1258,3.7584,14.6882,-0.3894,-1.2444,10.0289,3.1669,13.7628,-0.9328,-0.0519,18.4882,4.2998,25.6356,-0.9341,6.126,8.0998,2.846,12.952,0.1259,-0.9621,-23.0732,0.1954,23.9819,-0.2031,-0.0085,1.1868,0.8741,1.3206,0.7365,1.1127,1.5108,1.4085,0.764,1.744,0.5425,1.2382,2.2825,0.6197,0.3325,-2.2061,0.5365,-3.5598,-6.6356,1.4847,0.7976,0.7135,0.5372,0.4806,0.8945,1.0672,0.573,1.134,0.5369,1.0626,1.9793,0.0368,8.9355,0.0932,0.2418,0.4922,0.0575,0.2934,-0.0144,0.2789,0.0134,0.1158,0.463,0.2698,-0.1158,0.0056,0.0747,0.3016,-2.4035,0.561,0.0357,0.189,0.6497,0.1446,-2.4094,0.4971,-0.2063,1.5507,0.6127,0.3951,2.4047,0.3754,0.1561,-0.8033,1.5581,-1.9396,7.1567,0.8349,0.1167,1.5354,0.7127,0.4642,0.0136,0.9662,0.9224,0.5198,0.4888,0,0,0,0,0,SINISTRA_PANTALONI
0.0157,2.0968,1.448,6.2846,-1.0481,-0.9652,3.6934,1.9218,8.3509,-0.9632,-0.1459,4.2513,2.0619,8.9231,-1.0057,3.1144,1.2954,1.1381,4.0022,0.2319,-0.0162,-0.1075,0.005,6.6164,-0.3099,-0.0468,0.7535,0.7023,1.2723,0.9321,1.6886,1.8116,0.5677,0.4932,1.6187,0.8688,2.8512,3.2819,0.785,0.7188,-2.6616,0.9157,-3.3907,-3.7029,0.7214,0.6897,0.5889,0.9562,0.8164,0.8538,0.7526,0.7043,1.5703,0.9359,2.0866,2.2295,0.0208,4.7831,0.2727,0.3786,0.01,-0.1103,-0.1954,-0.1568,0.5509,0.0025,0.0498,0.1359,0.7867,0.1786,0.0008,0.0276,0.0914,0.628,0.597,0.0018,0.0429,0.1244,0.8052,3.0842,0.9227,0.2992,1.8046,1.1623,0.6441,3.2565,1.3509,0.4148,3.2476,0.9748,0.3001,2.5925,0.9977,0.3848,1.4864,1.0923,0.7348,0.0177,1.3266,0.8418,-0.9816,-0.8903,0,0,0,0,0,SINISTRA_PANTALONI
0.0895,0.007,0.0839,0.3848,-0.1615,-0.0441,0.0056,0.0745,0.3444,-3.2093,-0.1957,0.0038,0.0617,0.3602,?,0.2427,0.0058,0.0759,0.33,0.2551,-2.0319,-0.4576,0.3689,0.2252,-0.1816,-0.8063,1.1263,1.3602,1.106,1.2077,0.982,0.8131,1.2686,1.8502,1.2233,1.4584,0.9643,0.6612,0.2038,0.1486,-0.4735,0.729,-2.3235,-3.1872,4.0499,0,0.748,0,0.1847,0,1.1175,1.0685,1.1663,0.9562,1.0437,1.0915,0.0049,0.3625,-0.42,-0.1308,0.6811,-0.038,-0.4258,-0.7312,0.6625,0,0.0005,0.0021,0.9969,-0.0626,0,0.0025,0.0683,?,0.6454,0,0.0013,0.0042,0.9934,-10.5869,1.0265,-0.097,0.2088,0.4112,1.9695,0.0436,0.1691,3.8791,-9.6772,1.0283,-0.1063,0,1.0247,0,0.03,0.4835,16.1071,0.0206,1.3706,0.173,0.0433,0.9665,0,0,0,0,0,SINISTRA_PANTALONI
0.0463,0.0089,0.0942,0.4321,-0.801,-0.0282,0.0107,0.1035,0.4338,-1.0934,-0.1152,0.0114,0.1067,0.4434,-4.135,0.201,0.0068,0.0823,0.3549,0.1616,-1.6441,-0.4019,0.2303,0.2445,-0.1401,-0.5731,0.9099,0.883,1.1447,0.9704,1.258,1.2964,0.8279,0.7797,1.3104,0.9417,1.5827,1.6807,0.8481,0.5382,-2.8101,0.6346,-3.3135,-5.2213,1.1577,2.7785,0.5668,2.3999,0.4896,0.204,0.996,0.9745,1.2175,0.9784,1.2224,1.2494,0.0027,0.3032,-0.3158,0.0795,0.07,-0.6667,0.3578,-0.7685,0.6941,0,0.0014,0.0048,0.9931,-0.0882,0,0.001,0.0904,?,0.5985,0,0.0026,0.008,0.9867,-7.8674,1.1597,-0.1474,1.4262,0.5462,0.383,2.0339,0.2983,0.1467,-7.6462,1.1601,-0.1517,0,1.1526,0,0.053,0.5966,11.2518,0.0192,1.3808,-0.656,-0.9881,0.7061,0,0,0,0,0,SINISTRA_PANTALONI
0.0461,0.0306,0.1748,0.8588,-1.0523,-0.0507,0.0135,0.1163,0.4506,-2.3937,-0.1109,0.0107,0.1032,0.5096,-4.6894,0.2402,0.014,0.1185,0.4632,0.0523,-0.9077,-0.4153,0.1918,0.4575,-0.2113,-0.4618,1.5035,1.6936,1.4756,1.1264,0.9814,0.8712,2.2605,2.8683,2.1773,1.2689,0.9632,0.7591,1.3854,1.0483,-17.2145,0.7566,-12.4255,-16.4221,3.1515,4.6714,0.8562,1.4823,0.2717,0.1833,1.9058,1.6851,1.8542,0.8842,0.9729,1.1003,0.0028,0.3558,-0.3563,-0.1725,0.2451,0.0771,-0.1803,-0.1572,0.6866,0,0.001,0.0034,0.9951,-0.0783,0,0.0015,0.0809,?,0.562,0,0.0035,0.0114,0.9799,-8.7636,1.2215,-0.1394,0.6643,0.281,0.423,0.4413,0.0789,0.1789,-8.4704,1.235,-0.1458,0,1.2161,0,0.0418,0.2966,7.0955,0.019,1.3269,0.055,-0.9722,0.1818,0,0,0,0,0,SINISTRA_PANTALONI
0.0193,0.0124,0.1113,0.4597,-0.8508,0.0696,0.0206,0.1437,0.6439,-0.6681,-0.2237,0.0072,0.0846,0.472,?,0.2904,0.0111,0.1054,0.5273,0.1308,0.2771,-0.0862,0.0664,-0.311,0.2396,-0.7704,0.7745,1.315,1.0554,1.6979,1.3627,0.8026,0.5999,1.7292,1.1139,2.8827,1.857,0.6442,0.8194,0.4477,-2.6621,0.5464,-3.2488,-5.9459,0.6435,0,0.4094,0,0.6363,0,0.7139,0.974,0.8718,1.3642,1.2211,0.8951,0.0049,0.4369,-0.1317,-0.1319,0.201,-0.2947,0.4306,-0.8267,0.6943,0,0.0011,0.0033,0.9952,-0.146,0,0.0031,0.1484,?,0.5667,0,0.0027,0.0116,0.9798,-4.7571,1.2251,-0.2575,0.354,0.405,1.1442,0.1253,0.164,1.3091,-4.6666,1.2298,-0.2635,0,1.2107,0,0.0225,0.2875,12.7549,0.0189,1.407,0.0302,-0.4047,0.8596,0,0,0,0,0,SINISTRA_PANTALONI
