@RELATION WhereIsSmartphone
@ATTRIBUTE XL_R_AVERAGE NUMERIC 
@ATTRIBUTE XL_R_VARIANCE NUMERIC 
@ATTRIBUTE XL_R_STD NUMERIC 
@ATTRIBUTE XL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_AVERAGE NUMERIC 
@ATTRIBUTE YL_R_VARIANCE NUMERIC 
@ATTRIBUTE YL_R_STD NUMERIC 
@ATTRIBUTE YL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_AVERAGE NUMERIC 
@ATTRIBUTE ZL_R_VARIANCE NUMERIC 
@ATTRIBUTE ZL_R_STD NUMERIC 
@ATTRIBUTE ZL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_R_STD NUMERIC 
@ATTRIBUTE |V|L_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_YL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_AVERAGE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_VARIANCE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_STD NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_GIACCA}
@DATA
0.0676,0.0141,0.1189,0.6916,-0.2717,0.0812,0.0297,0.1723,1.3879,-0.3606,-0.0151,0.0498,0.2231,1.4411,-4.341,0.221,0.0561,0.2368,1.5956,0.0304,0.8329,-4.47,0.3059,-5.3665,0.3673,-0.0684,0.69,0.5329,0.5019,0.7723,0.7274,0.9419,0.4761,0.284,0.2519,0.5964,0.5291,0.8871,0.4017,0.1261,-2.9506,0.314,-7.3456,-23.3901,0.5332,2.0156,0.3305,3.7805,0.6198,0.164,0.4983,0.4799,0.4335,0.9631,0.8698,0.9032,0.0021,0.339,0.6593,-0.3358,0.596,-0.3914,0.6586,-0.7279,-13.0202,0.5078,0.7126,14.6515,?,59.6994,0.3173,0.5633,1.8997,0.9686,-12.1826,0.7799,0.8831,13.9267,?,-0.2181,1.0688,-4.9004,1.265,0.8069,0.6379,1.6002,0.6511,0.4069,-0.2501,1.052,-4.2063,0,1,0,7.7125,1.052,0.1364,1.2461,84.9022,-0.0789,0.0313,-0.4498,?,?,?,?,?,TASCA_DESTRA_DIETRO_PANTALONI
-0.1889,6.2749,2.505,10.7127,-0.9871,-1.0901,2.7972,1.6725,7.6675,-2.2567,-0.4827,13.8666,3.7238,25.3289,-0.2928,3.9143,9.0743,3.0124,20.077,0.0164,0.1733,0.3914,-0.0483,2.2581,-0.2785,-0.1233,1.4978,0.6727,0.8316,0.4491,0.5552,1.2362,2.2433,0.4525,0.6915,0.2017,0.3083,1.5281,1.0016,0.9278,-15.9037,0.9263,-15.8781,-17.1421,2.2898,0.2752,0.2641,0.1202,0.1153,0.9599,1.3972,0.4229,0.5336,0.3027,0.3819,1.2616,0.0251,5.9065,-0.0353,0.1284,0.3115,-0.2046,-0.5322,0.4625,-35.7017,5.6431,2.3755,38.6398,?,10.5047,167.9133,12.9581,38.7589,-0.4323,-14.7069,5.5264,2.3508,19.0186,?,-3.3986,2.4276,-0.7143,0.1833,1.0105,5.5122,0.0336,1.0211,30.3838,3.3029,2.0317,0.6151,0,1,0,0.9969,2.0317,2.0379,0.8337,64.6154,0.5217,0.2548,0.8672,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.1527,0.0499,0.2234,1.7007,-0.2087,-0.0894,0.2849,0.5337,4.1119,-2.427,-0.0762,0.1437,0.379,2.6381,-5.6801,0.3477,0.3947,0.6282,3.8675,0.0174,-1.7084,-2.0043,0.4393,1.1732,-0.2571,-0.2192,0.4185,0.5893,0.3556,1.4081,0.8496,0.6033,0.1752,0.3473,0.1264,1.9827,0.7218,0.364,0.1008,0.1309,-4.2883,1.2982,-42.5277,-32.7591,1.1727,3.563,0.3575,3.0382,0.3048,0.1003,0.4136,0.6447,0.4397,1.5587,1.0632,0.6821,0.004,0.5394,-0.9726,-0.9565,0.8504,0.9443,-0.8054,-0.9049,-41.7279,0.0379,0.1947,42.2989,?,-1.8968,0.073,0.2702,2.2797,?,-9.5605,0.0614,0.2477,9.9594,?,21.9992,4.3646,0.1984,0.7207,0.7862,1.0909,0.5194,0.6181,1.1901,18.5549,4.2471,0.2289,1,1,1,18.5549,4.2471,0.2289,0.8927,53.1852,0.26,-0.3448,0.3647,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.3719,2.5253,1.5891,6.561,-0.4694,-0.6049,8.4812,2.9122,11.7434,-0.6643,0.1033,6.5414,2.5576,12.443,-0.3822,3.8534,3.2139,1.7927,10.9243,0.1103,-0.6147,3.6005,0.0965,-5.857,-0.157,0.0268,0.5457,0.6213,0.8864,1.1387,1.6245,1.4267,0.2978,0.386,0.7857,1.2965,2.6389,2.0353,0.4471,0.6091,-1.5474,1.3623,-3.4606,-2.5403,0.6328,0.496,0.3636,0.7838,0.5747,0.7332,0.5587,0.5273,0.6006,0.9438,1.075,1.139,0.0149,5.8884,0.0887,0.426,0.2125,0.6116,0.1612,0.2825,-13.2507,112.4211,10.6029,27.7191,-19.0951,20.6291,55.1454,7.426,23.1003,0.2127,-29.9165,5.8493,2.4185,35.0388,?,-0.6423,0.4429,-0.6896,1.4278,4.384,3.0705,2.0386,19.2197,9.4278,-4.2216,0.7517,-0.1781,0.047,0,0,1.1999,0.7911,0.6593,0.8058,64.0786,0.6541,-0.4202,0.3807,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.0534,0.0124,0.1114,0.6995,-0.1888,-0.0578,0.1094,0.3307,1.9874,-0.2808,0.0126,0.0218,0.1478,0.9952,-0.3939,0.2604,0.0822,0.2867,1.7652,0.0229,-0.9233,4.2235,0.2051,-4.5745,-0.2222,0.0486,0.3367,0.7537,0.3885,2.2383,1.1537,0.5155,0.1134,0.5681,0.1509,5.0098,1.3311,0.2657,0.255,0.3951,-2.6847,1.5492,-10.5264,-6.7947,0.3792,0.8241,0.3257,2.1733,0.8589,0.3952,0.352,0.7029,0.3963,1.997,1.1259,0.5638,0.0017,0.3773,0.8317,0.6652,0.7747,0.7601,0.8429,0.7997,-35.7895,0.0811,0.2848,36.5997,?,-7.233,0.2043,0.452,7.8598,?,23.5206,0.0307,0.1752,0.7202,0.9699,4.9481,-1.5216,-0.3075,0.63,1.6253,2.5797,0.397,2.6416,6.6547,4.6566,-1.5763,-0.3385,1,0,0,4.6566,50.8178,10.9131,0.9049,66.5431,-0.8122,0.0991,0.0385,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.0976,0.0026,0.0507,0.239,-11.3251,-0.0756,0.0029,0.0543,0.2354,-6.8841,0.0137,0.0022,0.0473,0.214,-0.5763,0.1389,0.0039,0.0623,0.2781,0.0902,1.2915,-7.1477,-0.7027,-5.5345,-0.5441,0.0983,0.9341,1.0718,0.8133,1.1474,0.8706,0.7588,0.8726,1.1488,0.6614,1.3166,0.758,0.5757,1.0684,2.8072,-7.9675,2.6276,-7.4576,-2.8382,0.6494,0.1429,0.0634,0.22,0.0977,0.4441,1.0152,1.117,0.8595,1.1002,0.8466,0.7694,0.0026,0.2169,0.6827,-0.1201,-0.9403,0.5593,-0.8034,-0.0757,-24.9217,0.076,0.2757,25.3189,?,-27.8779,0.0103,0.1014,28.0197,?,18.7631,0.0317,0.178,0.7202,0.9624,0.894,-1.3282,-1.4858,2.7201,1.5486,0.5693,7.3988,2.3983,0.3241,0.9036,-1.3746,-1.5212,1,0,0,0.9036,35.1547,38.9047,0.8716,71.5627,0.0371,-0.7008,0.2131,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.4464,2.5013,1.5815,6.4045,-0.4698,4.3499,1.735,1.3172,4.3015,0.2928,2.1649,8.5282,2.9203,9.0639,-0.2325,5.6805,4.3037,2.0745,7.1639,0.3172,0.1026,0.2062,0.0786,2.0093,0.7658,0.3811,1.2007,0.5416,0.7624,0.451,0.6349,1.4077,1.4416,0.2933,0.5812,0.2034,0.4031,1.9816,-1.1496,1.1974,-0.6152,-1.0416,0.5351,-0.5138,0.7164,0.5925,0.4153,0.827,0.5797,0.701,1.4889,0.7066,0.894,0.4746,0.6004,1.2652,0.4436,8.0155,0.727,0.4964,0.8271,0.0741,0.6097,0.7953,11.1321,245.1588,15.6575,46.3125,-0.2955,-8.9517,7.6401,2.7641,12.875,?,-24.8423,52.3369,7.2344,31.125,?,-1.2436,-0.4481,0.3603,5.6647,2.1643,0.3821,32.0886,4.6842,0.146,0.8204,0.3394,0.4137,0,0,1,3.5971,1.488,0.4137,0.6513,49.2784,-0.5252,0.885,-0.0777,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.1769,24.1378,4.913,27.6481,-2.0549,-0.2965,15.9265,3.9908,20.7503,-0.8596,-0.2592,30.5491,5.5271,46.036,-1.3624,5.7897,37.2795,6.1057,28.7178,0.0151,-0.5964,-0.6822,0.0305,1.1438,-0.0512,-0.0448,1.2311,0.8889,0.8047,0.722,0.6536,0.9052,1.5156,0.7901,0.6475,0.5213,0.4272,0.8195,1.9389,0.7005,-42.3353,0.3613,-21.8344,-60.4352,0.8111,0.4644,0.3104,0.5726,0.3827,0.6683,1.3324,0.6006,0.9628,0.4507,0.7226,1.603,0.009,9.0848,-0.94,-0.6701,-0.2052,0.4946,0.1221,0.068,-30.0128,139.0202,11.7907,45.7794,?,-24.0242,16.5256,4.0652,28.1387,?,46.388,92.6256,9.6242,24.6597,0.5754,1.2493,-0.647,-0.5179,2.9004,1.2251,0.4224,8.4124,1.5009,0.1784,1.6269,-1.3698,-0.842,1,0,0,1.6269,1.8564,1.1411,1.2552,100.425,0.6367,0.9913,0.6806,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.1079,0.016,0.1263,0.5284,-4.8592,-0.0521,0.0147,0.1212,0.521,-1.4513,-0.0167,0.0086,0.0928,0.3724,-1.2617,0.209,0.0102,0.101,0.4165,0.0592,2.0725,6.4709,-0.5162,3.1223,-0.2491,-0.0798,1.0423,1.3614,1.2508,1.3062,1.2001,0.9187,1.0864,1.8535,1.5645,1.7062,1.4401,0.8441,1.4206,2.1092,-16.73,1.4848,-11.777,-7.9318,0.4243,0.5477,0.2037,1.2907,0.4801,0.372,1.0142,1.4188,1.2687,1.399,1.251,0.8942,0.0026,0.3098,0.0365,-0.1938,-0.7022,0.9711,-0.1991,-0.0466,-9.0003,0.0824,0.2871,9.4193,?,-53.4629,0.0439,0.2095,53.8193,?,12.4894,0.0585,0.2418,0.8408,0.9348,0.1683,-0.7206,-4.2807,1.3702,1.1873,0.8665,1.8775,1.4096,0.7508,0.175,-0.7811,-4.463,1,0,0,0.175,11.2033,64.0127,1.1837,74.9525,-0.5621,0.3229,-0.6217,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.1127,0.0021,0.0461,0.2254,?,-0.0573,0.0083,0.0912,0.428,-1.4413,0.0001,0.0071,0.084,0.4004,-0.8294,0.1707,0.0044,0.0661,0.2407,0.2287,1.9661,-1284.2346,-0.6604,-653.1741,-0.3359,0.0005,0.5057,0.549,0.6977,1.0856,1.3796,1.2708,0.2557,0.3014,0.4868,1.1786,1.9034,1.6149,0.8919,1.2414,-3.1584,1.3918,-3.5411,-2.5442,0,0,0,0.8009,0.5619,0.7016,0.5266,0.5628,0.9365,1.0688,1.7785,1.664,0.0026,0.2639,-0.1295,-0.3944,-0.3782,0.9392,-0.4181,-0.2338,-19.1341,0.0212,0.1454,19.4397,?,-49.7065,0.0285,0.1688,50.0992,?,16.8969,0.0268,0.1636,0.4791,0.972,0.3849,-1.1324,-2.9418,0.8618,0.8892,1.0317,0.7427,0.7906,1.0645,0.388,-1.1697,-3.0144,1,0,0,0.388,40.5732,104.5637,1.1641,85.7375,0.4327,-0.0257,-0.0398,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.5736,4.4016,2.098,11.3792,-0.2983,-0.8331,12.776,3.5744,17.0032,-0.8605,0.0514,7.7281,2.7799,13.5908,-2.3304,4.4945,5.7308,2.3939,10.0954,0.0737,-0.6885,11.1689,0.1276,-16.222,-0.1854,0.0114,0.587,0.7547,0.8764,1.2858,1.4931,1.1613,0.3445,0.5696,0.7681,1.6532,2.2294,1.3485,0.3325,0.2749,-3.2548,0.8269,-9.7904,-11.8397,0.959,2.1478,0.8042,2.2396,0.8386,0.3744,0.6692,0.8373,1.1272,1.2511,1.6842,1.3462,0.0207,6.644,-0.077,-0.46,0.338,-0.5255,0.0035,-0.3467,17.9855,10.8165,3.2888,11.4075,0.4673,26.8816,2.1319,1.4601,5.6976,0.8091,10.2362,4.5389,2.1305,6.5079,0.5076,0.6691,1.757,2.6261,2.2525,1.5437,0.6853,5.0736,2.3831,0.4697,0.4145,1.4917,3.5988,0.7176,1.6203,2.2579,2.0021,1.7529,0.8755,0.6923,55.1034,-0.7423,-0.5446,0.0411,?,?,?,?,?,TASCA_SINISTRA_DIETRO_PANTALONI
1.4328,14.5123,3.8095,17.4623,-0.4029,-2.4879,6.1605,2.482,15.3418,-6.7578,0.0262,16.9216,4.1136,15.0675,-0.7119,6.3307,5.7605,2.4001,14.948,0.1817,-0.5759,54.705,0.2263,-94.9866,-0.393,0.0041,1.5348,0.9261,1.5872,0.6034,1.0341,1.7139,2.3557,0.8576,2.5193,0.3641,1.0694,2.9375,0.3753,0.8004,-1.5111,2.1328,-4.0269,-1.8881,6.2941,1.4142,0.6814,0.2247,0.1083,0.4818,1.1382,1.1589,1.1682,1.0182,1.0263,1.008,0.0624,9.6585,-0.2832,0.2302,0.6366,-0.2323,-0.7225,0.2664,-15.7678,11.0152,3.3189,20.7596,?,-13.3934,54.4822,7.3812,26.7578,-54.8471,-26.9328,25.5106,5.0508,34.1995,?,1.1773,0.5854,0.4973,0.4496,0.6571,1.4614,0.2022,0.4318,2.1357,0.79,0.607,0.7684,0,1,0,0.7758,0.607,0.7824,0.7226,56.1143,0.2129,-0.2799,-0.9814,?,?,?,?,?,TASCA_SINISTRA_DIETRO_PANTALONI
1.3276,17.0038,4.1236,24.697,-1.0936,-0.7254,18.2203,4.2685,19.939,-0.7913,0.5427,16.2616,4.0326,16.8266,-0.8266,6.7751,8.1675,2.8579,15.5763,0.0907,-1.8302,2.446,0.1959,-1.3365,-0.1071,0.0801,0.966,1.0226,1.4429,1.0585,1.4936,1.411,0.9332,1.0456,2.0819,1.1204,2.2308,1.991,1.4646,1.6942,-8.3067,1.1567,-5.6716,-4.9031,1.0598,1.2806,0.6887,1.2083,0.6498,0.5378,1.2386,1.4677,1.5856,1.185,1.2801,1.0803,0.0342,10.4465,-0.4614,0.2445,-0.1231,0.3419,0.3856,0.3522,-6.0426,6.3902,2.5279,11.3388,?,-0.6578,53.3517,7.3042,26.3977,-4.5008,-33.6221,7.2985,2.7016,35.3394,?,9.1867,0.1797,0.0196,0.3461,0.9357,2.7037,0.1198,0.8755,7.3099,0.525,0.3209,0.6112,0,1,0,0.4295,0.3209,0.747,0.727,45.2464,0.1588,-0.3596,-0.9429,?,?,?,?,?,TASCA_SINISTRA_DIETRO_PANTALONI
0.2361,4.5272,2.1277,9.5823,-0.9701,-0.939,7.4107,2.7223,12.698,-1.2496,-0.7319,4.4314,2.1051,7.9915,-1.4468,3.8329,3.1516,1.7753,7.3753,0.1474,-0.2514,-0.3226,0.0616,1.2831,-0.245,-0.1909,0.7816,1.0107,1.1985,1.2932,1.5334,1.1858,0.6109,1.0216,1.4365,1.6723,2.3514,1.4061,0.6689,0.9985,-3.7012,1.4927,-5.5329,-3.7067,0.8617,1.4892,0.5623,1.7282,0.6525,0.3776,0.7546,1.1991,1.2992,1.5889,1.7217,1.0836,0.0258,5.9317,-0.4376,0.0706,-0.0773,0.8262,-0.278,-0.272,-2.8958,0.4372,0.6612,4.1397,?,-30.9633,1.1983,1.0947,34.1995,?,-16.203,5.4998,2.3452,18.7195,?,0.0935,0.1787,1.911,0.6041,0.282,0.4668,0.3649,0.0795,0.2179,0.121,0.2211,1.8269,1,1,1,0.121,0.2211,1.8269,0.7461,50.0621,0.3353,-0.4114,-0.9673,?,?,?,?,?,TASCA_SINISTRA_DIETRO_PANTALONI
-0.1191,0.0049,0.0699,0.2651,-5.4197,0.1046,0.0064,0.0801,0.2731,-0.0776,0.0401,0.0046,0.0679,0.2874,-0.4935,0.1868,0.0078,0.0881,0.3395,0.0506,-1.1382,-2.9719,-0.6377,2.6109,0.5602,0.2146,0.8723,1.0292,0.7931,1.1799,0.9092,0.7705,0.7609,1.0593,0.6289,1.3922,0.8266,0.5937,11.3757,2.3569,-12.3766,0.2072,-1.088,-5.2511,0.163,0.2146,0.1155,1.3171,0.7088,0.5381,0.9708,0.9226,0.781,0.9503,0.8045,0.8465,0.0036,0.2937,-0.832,0.1376,-0.8152,0.3939,0.9344,0.3777,-24.9459,0.0404,0.201,25.1999,?,-24.7753,0.0262,0.1619,25.1999,?,-11.9525,0.0564,0.2375,12.3596,?,1.0069,2.0871,2.0728,1.2419,0.8465,0.6817,1.5423,0.7166,0.4647,1,2.0389,2.0389,1,1,1,1,2.0389,2.0389,0.8252,61.6738,0.317,0.8401,0.3541,?,?,?,?,?,TASCA_SINISTRA_DIETRO_PANTALONI
-0.0588,0.0189,0.1375,0.5936,-2.4105,0.062,0.0238,0.1541,0.6406,-0.5771,0.0267,0.0067,0.0819,0.3817,-0.5539,0.2024,0.0164,0.1282,0.5486,0.0606,-0.949,-2.1987,-0.2906,2.3168,0.3062,0.1322,0.8922,1.679,1.0727,1.8818,1.2023,0.6389,0.796,2.819,1.1507,3.5413,1.4456,0.4082,1.7899,3.0834,-11.8635,1.7226,-6.628,-3.8476,0.4285,0.7085,0.298,1.6535,0.6956,0.4207,0.9266,1.5551,1.082,1.6782,1.1677,0.6958,0.0019,0.3188,-0.9319,-0.0815,-0.7089,0.432,0.6912,0.1472,-25.4543,0.03,0.1733,25.679,?,-26.5293,0.0383,0.1957,26.8188,?,-8.6042,0.0575,0.2398,9.0591,?,0.9595,2.9583,3.0833,0.8859,0.7227,0.8158,0.7849,0.5224,0.6656,0.9575,2.8346,2.9604,1,1,1,0.9575,2.8346,2.9604,0.7867,60.5878,-0.3653,-0.1281,0.1203,?,?,?,?,?,TASCA_SINISTRA_DIETRO_PANTALONI
-0.0299,0.0152,0.1233,0.5542,-1.131,0.0463,0.0188,0.137,0.7884,-0.5112,0.007,0.0188,0.137,0.6929,-0.8698,0.1979,0.0167,0.1292,0.6214,0.0333,-0.6465,-4.28,-0.1512,6.6207,0.2339,0.0353,0.8995,0.8995,0.954,1,1.0605,1.0606,0.8091,0.8091,0.9101,1,1.1248,1.1248,1.1028,0.9125,-13.7511,0.8275,-12.4697,-15.0691,0.4984,0.7018,0.4046,1.4079,0.8117,0.5765,0.7029,0.7998,0.8918,1.1379,1.2689,1.1151,0.0012,0.3074,-0.5378,0.3549,-0.0626,0.5924,0.3556,0.3469,-22.014,0.1717,0.4143,22.6196,?,-28.867,0.0499,0.2234,29.2786,?,-9.5877,0.0117,0.1084,9.8389,?,0.7626,2.2961,3.0108,1.8546,3.8228,2.0612,3.4396,14.6137,4.2487,0.7726,2.299,2.9758,1,1,1,0.7726,2.299,2.9758,0.7989,60.4687,-0.1246,-0.1217,-0.1122,?,?,?,?,?,TASCA_SINISTRA_DIETRO_PANTALONI
