@RELATION WhereIsSmartphone
@ATTRIBUTE X_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE X_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE X_NO_G_STD NUMERIC 
@ATTRIBUTE X_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Y_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Y_NO_G_STD NUMERIC 
@ATTRIBUTE Y_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Z_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Z_NO_G_STD NUMERIC 
@ATTRIBUTE Z_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE V_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE V_NO_G_STD NUMERIC 
@ATTRIBUTE V_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE X_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE X_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE X_GRAVITY_STD NUMERIC 
@ATTRIBUTE X_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Y_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Y_GRAVITY_STD NUMERIC 
@ATTRIBUTE Y_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Z_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Z_GRAVITY_STD NUMERIC 
@ATTRIBUTE Z_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE LIGHT_AVERAGE NUMERIC 
@ATTRIBUTE LIGHT_VARIANCE NUMERIC 
@ATTRIBUTE LIGHT_STD NUMERIC 
@ATTRIBUTE LIGHT_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE LIGHT_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {DAVANTI_PANTALONI,TASCA_GIACCA_BASSA,DIETRO_PANTALONI,TASCA_GIACCA_ALTA}
@DATA
1.9155,16.0206,4.0026,19.623,-0.3734,-2.1005,18.8472,4.3413,19.4557,-1.4951,-0.4227,19.868,4.4574,19.4485,-1.0907,6.9902,14.1322,3.7593,17.6443,0.0767,-0.9119,-4.532,0.274,4.9698,-0.3005,-0.0605,0.922,0.898,1.0647,0.974,1.1548,1.1857,0.85,0.8063,1.1336,0.9486,1.3336,1.4059,0.4576,0.5258,-3.6379,1.149,-7.9495,-6.9185,1.8323,1.5359,0.7476,0.8382,0.408,0.4868,1.0086,1.009,1.1121,1.0004,1.1027,1.1023,0.01,10.7963,-0.5603,0.295,0.8004,0.0877,-0.5892,0.1928,3.518,10.4,3.2249,8.7859,0.0324,3.3204,27.1938,5.2148,15.3979,-1.0262,5.5468,4.4029,2.0983,6.385,0.1674,1.0595,0.6342,0.5986,0.6184,1.5369,2.4852,0.3824,2.3621,6.1764,-0.0378,0.2294,-6.0757,1.1949,1.1841,0.991,0.5706,1.376,2.4116,0.0257,15.0316,-0.6573,-0.918,0.8187,295.9441,9579.9473,97.8772,301,0.3568,DAVANTI_PANTALONI
1.9337,10.0458,3.1695,15.3875,-0.3204,-0.9816,8.7952,2.9657,15.8579,-1.2868,0.0255,12.3317,3.5117,18.5786,-0.8954,5.3405,7.3552,2.712,11.9493,0.0472,-1.97,75.9746,0.3621,-38.5658,-0.1838,0.0048,1.0687,0.9026,1.1687,0.8445,1.0935,1.2948,1.1422,0.8146,1.3658,0.7132,1.1958,1.6766,0.4184,0.4254,-6.3019,1.0167,-15.0622,-14.8147,1.6806,1.189,0.9292,0.7075,0.5529,0.7815,0.9703,0.8282,1.2877,0.8536,1.3271,1.5548,0.0076,7.8709,-0.1474,0.1153,0.675,0.5815,-0.221,0.1148,2.7049,11.7989,3.4349,9.5792,0.0027,5.1525,6.9815,2.6422,8.7636,-0.2052,6.3901,2.6827,1.6379,6.2412,0.1877,0.525,0.4233,0.8063,1.3,2.0972,1.6132,1.69,4.3981,2.6024,-0.0172,0.0178,-1.0343,1.3208,1.25,0.9464,1.0931,1.5348,1.4042,0.0301,14.4043,-0.9824,-0.8276,0.8948,195.1185,3309.7202,57.5302,262,0.0542,DAVANTI_PANTALONI
1.3785,5.4043,2.3247,13.1633,-0.6116,-1.1372,4.7868,2.1879,11.0383,-1.527,-0.3635,5.5118,2.3477,10.8692,-0.6197,3.9356,3.5395,1.8814,7.581,0.1033,-1.2122,-3.7921,0.3503,3.1283,-0.289,-0.0924,1.0625,0.9902,1.2357,0.9319,1.1629,1.2479,1.129,0.9805,1.5268,0.8685,1.3524,1.5572,0.7489,1.2012,-5.7182,1.6039,-7.6353,-4.7604,1.8699,1.2172,0.9661,0.6509,0.5167,0.7937,1.1925,1.2111,1.7363,1.0156,1.456,1.4337,0.0064,5.8922,-0.0673,0.137,0.5837,0.1609,-0.3565,0.2978,2.1265,9.898,3.1461,9.393,-0.011,4.9929,5.629,2.3726,8.8804,-0.3543,7.0218,1.8722,1.3683,4.9751,0.3786,0.4259,0.3028,0.7111,1.326,2.2993,1.734,1.7584,5.2869,3.0067,0.0442,-0.0339,-0.7665,1.4168,1.1604,0.8191,1.0577,1.888,1.785,0.0314,14.4239,-0.9374,-0.8946,0.9345,31.6502,16.8211,4.1014,17,0.6136,DAVANTI_PANTALONI
1.4002,8.0329,2.8342,15.7018,-0.5066,-0.4552,8.9584,2.9931,15.2148,-1.6881,-0.0174,12.8941,3.5908,17.1545,-0.949,5.1395,5.6394,2.3747,10.9376,0.0587,-3.0759,-80.3501,0.2724,26.1225,-0.0886,-0.0034,0.9469,0.7893,1.1935,0.8335,1.2604,1.5121,0.8967,0.623,1.4244,0.6948,1.5886,2.2864,0.5526,0.6321,-7.734,1.1439,-13.9961,-12.2356,1.8413,1.1841,0.8969,0.6431,0.4871,0.7574,1.032,0.9153,1.4356,0.8869,1.3911,1.5684,0.0052,7.7221,0.1429,-0.1322,0.5054,0.3671,0.0167,0.0956,1.7195,10.5217,3.2437,10.226,-0.0714,5.8754,4.2096,2.0517,7.9771,-0.0863,6.5093,1.5865,1.2596,5.6232,0.2777,0.2927,0.2642,0.9026,1.581,2.5753,1.6289,2.4994,6.632,2.6534,1.0758,-0.3153,-0.2931,1.2997,1.2261,0.9433,1.2819,1.8185,1.4186,0.0314,14.404,-0.9229,-0.8958,0.8825,21.1649,15.2395,3.9038,21,0.3,DAVANTI_PANTALONI
0.1728,8.3085,2.8825,13.1767,-1.169,0.4102,5.6825,2.3838,15.6014,-0.308,-0.5138,29.1771,5.4016,27.5129,-1.258,5.8512,9.3933,3.0649,14.5531,0.0896,0.4213,-0.3363,0.0295,-0.7983,0.0701,-0.0878,1.2092,0.5336,0.9405,0.4413,0.7778,1.7624,1.4621,0.2848,0.8845,0.1948,0.605,3.1061,1.9329,0.4633,-4.9559,0.2397,-2.5639,-10.6968,0.5093,0.4986,0.38,0.9789,0.7461,0.7622,0.8446,0.4789,0.9054,0.5671,1.072,1.8905,0.0049,8.3169,-0.4545,0.4263,-0.2641,-0.2722,0.1285,-0.1861,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,DAVANTI_PANTALONI
0.8075,19.6345,4.4311,35.2631,-0.2283,0.0504,14.0789,3.7522,29.6684,-0.2954,-0.1733,24.3318,4.9327,27.8019,-0.7958,5.6163,27.1871,5.2141,35.7846,0.0271,16.0156,-4.66,0.1438,-0.291,0.009,-0.0309,1.1809,0.8983,0.8498,0.7607,0.7196,0.946,1.3946,0.8069,0.7222,0.5786,0.5179,0.895,0.9686,0.5319,-6.5801,0.5492,-6.7935,-12.3709,1.2536,1.8545,0.7806,1.4794,0.6227,0.4209,1.1886,1.2684,0.9854,1.0671,0.8291,0.7769,0.0057,8.6235,0.6745,0.0436,0.8174,-0.2578,0.644,-0.0002,1.1271,8.5982,2.9323,10.236,-0.347,2.2233,1.4873,1.2195,6.3013,0.0959,8.7597,3.1404,1.7721,6.6579,0.3182,0.507,0.1287,0.2538,2.4044,1.6547,0.6882,5.7812,2.7379,0.4736,-3.9468,-0.8485,0.215,1.0904,0.7782,0.7137,1.6244,1.5374,0.9464,0.0632,12.8235,0.6957,-0.9117,-0.8404,252.4167,1320.243,36.3351,250,0.1857,DAVANTI_PANTALONI
-0.4209,23.5068,4.8484,27.4349,-2.8032,-0.916,11.4054,3.3772,22.0666,-0.9534,-0.7924,8.1231,2.8501,15.291,-1.3374,5.7413,11.7174,3.4231,20.4521,0.0445,0.4595,0.5312,-0.0733,1.1561,-0.1596,-0.138,1.4356,1.7011,1.4164,1.1849,0.9866,0.8326,2.061,2.8938,2.0061,1.4041,0.9734,0.6933,1.8775,2.3112,-21.229,1.231,-11.3068,-9.1851,0.6386,1.1027,0.337,1.7268,0.5278,0.3056,1.2433,1.7942,1.3414,1.4431,1.0789,0.7477,0.0089,8.4514,-0.176,0.1354,-0.5135,0.0617,-0.1554,-0.3564,6.5523,1.7597,1.3265,4.7359,0.4984,-1.1283,7.0881,2.6623,7.6696,-0.9627,-6.2289,4.2329,2.0574,8.1313,?,-5.8073,-1.0519,0.1811,0.4983,0.6448,1.294,0.2483,0.4157,1.6745,-1.2511,-0.5788,0.4627,2.4165,0,0,0.6175,0.5824,0.9432,0.0633,15.5072,0.7368,0.9543,0.7142,2,0,0,0,1,DAVANTI_PANTALONI
1.1811,8.4887,2.9135,11.9377,-0.5608,-1.4102,5.6027,2.367,13.626,-5.8605,-0.5931,8.654,2.9418,12.9552,-1.4416,4.5517,5.7631,2.4006,12.0033,0.0439,-0.8375,-1.9913,0.2595,2.3776,-0.3098,-0.1303,1.2309,0.9904,1.2136,0.8046,0.986,1.2254,1.5151,0.9809,1.4729,0.6474,0.9722,1.5016,0.3685,0.5608,-7.7791,1.5217,-21.1101,-13.8726,3.8509,1.4415,0.6092,0.3743,0.1582,0.4226,0.8761,0.9215,0.9945,1.0518,1.1352,1.0793,0.0133,6.6059,-0.6752,0.1357,0.6287,0.0059,-0.7746,-0.1598,2.6997,6.4551,2.5407,8.2162,0.0661,2.6239,5.7295,2.3936,10.5937,-1.7024,8.1248,3.7943,1.9479,7.7367,0.1607,1.0289,0.3323,0.3229,1.0614,1.3043,1.2288,1.1266,1.7013,1.51,-0.0871,0.3926,-4.5064,2.2442,0.9544,0.4253,0.7756,1.062,1.3693,0.0618,14.2599,-0.8156,-0.9049,0.9785,2.4,0.4745,0.6888,2,0.5,DAVANTI_PANTALONI
1.7337,5.5046,2.3462,6.9227,-0.0613,-0.6921,0.924,0.9612,4.0414,-3.9462,-0.9039,1.5475,1.244,4.6034,-3.2814,2.55,5.7756,2.4032,6.6893,0.0122,-2.505,-1.918,0.6799,0.7657,-0.2714,-0.3545,2.4408,1.886,0.9763,0.7727,0.4,0.5176,5.9576,3.557,0.9531,0.5971,0.16,0.2679,0.1241,0.1134,-4.8618,0.9139,-39.1852,-42.8778,7.9829,6.0664,0.9632,0.7599,0.1207,0.1588,1.7129,1.5038,1.0349,0.8779,0.6042,0.6882,0.0158,3.8251,-0.7053,-0.5006,0.965,0.7016,-0.8262,-0.6622,1.875,3.3366,1.8266,6.502,0.1058,3.5216,0.5763,0.7591,2.8457,0.3172,8.0402,1.2351,1.1114,3.9492,0.5611,0.5324,0.2332,0.438,2.4062,1.6436,0.6831,5.7897,2.7014,0.4666,0.582,0.1524,0.2619,1.7446,0.8081,0.4632,2.2848,1.6464,0.7206,0.0685,13.4368,-0.9848,-0.9573,0.984,2,0,0,0,1,DAVANTI_PANTALONI
1.6404,10.9481,3.3088,11.9767,-0.1891,-0.6845,1.9667,1.4024,5.2481,-2.639,-0.3612,2.4567,1.5674,7.6606,-1.6863,3.2721,7.9549,2.8204,9.9811,0.0507,-2.3965,-4.5422,0.5013,1.8953,-0.2092,-0.1104,2.3594,2.111,1.1731,0.8947,0.4972,0.5557,5.5669,4.4564,1.3763,0.8005,0.2472,0.3088,0.5004,0.396,-3.5721,0.7914,-7.1385,-9.0196,6.984,3.532,0.958,0.5057,0.1372,0.2712,2.2821,1.5634,1.1999,0.6851,0.5258,0.7675,0.0138,4.7404,-0.739,-0.0095,0.9518,0.2227,-0.734,0.0024,1.2298,2.5788,1.6058,6.2578,0.0285,2.8774,0.7477,0.8647,3.1992,0.1748,8.535,0.6915,0.8316,2.5352,0.7347,0.4274,0.1441,0.3371,1.8571,1.9311,1.0399,3.4488,3.7293,1.0813,0.2709,0.0261,0.0965,1.6615,0.674,0.4057,1.956,2.4684,1.2619,0.0694,12.6423,-0.8531,-0.7882,0.7785,11.4656,38.7985,6.2288,18,0.0526,DAVANTI_PANTALONI
1.5079,1.6478,1.2837,5.5323,-0.1021,-0.1197,0.5233,0.7234,3.1525,-1.2505,-0.6638,6.6821,2.585,11.4678,-0.8168,3.0622,2.2046,1.4848,5.9552,0.0756,-12.5985,-2.2716,0.4924,0.1803,-0.0391,-0.2168,1.7744,0.4966,0.8646,0.2799,0.4872,1.741,3.1487,0.2466,0.7475,0.0783,0.2374,3.031,0.2925,0.0994,-1.0514,0.3398,-3.5945,-10.5798,3.5836,0.7953,0.7792,0.2219,0.2174,0.9797,1.7549,0.4824,0.929,0.2749,0.5294,1.9257,0.0126,4.4163,-0.0624,-0.0231,0.6653,0.021,-0.0565,-0.1048,1.7046,3.268,1.8078,6.0684,-0.0127,2.4647,0.1044,0.3232,0.9922,0.6561,8.3302,0.7627,0.8733,3.9707,0.6004,0.6916,0.2046,0.2959,5.594,2.07,0.37,31.2925,4.2849,0.1369,-0.0402,-0.0128,0.3173,2.0772,0.6031,0.2903,6.1161,1.5283,0.2499,0.0676,12.5141,-0.9122,-0.8181,0.7442,0,0,0,0,0,DAVANTI_PANTALONI
1.7198,4.3406,2.0834,7.0629,-0.1309,-0.1185,2.0817,1.4428,6.4513,-1.1897,-1.3268,7.2767,2.6975,12.0333,-1.8669,3.7405,4.4402,2.1072,7.1991,0.1075,-14.5075,-1.2962,0.4598,0.0893,-0.0317,-0.3547,1.444,0.7723,0.9887,0.5349,0.6847,1.2802,2.0852,0.5965,0.9776,0.2861,0.4688,1.6388,0.2332,0.1043,-0.9424,0.4473,-4.0408,-9.0335,2.1198,1.488,0.7742,0.7019,0.3652,0.5203,1.0948,0.5869,0.9811,0.5361,0.8961,1.6715,0.0166,5.5006,0.0078,-0.299,0.8265,0.2228,-0.2591,-0.5968,2.0237,3.5696,1.8893,7.0273,0.0774,1.2374,0.5104,0.7144,2.2031,-0.1146,8.614,1.9518,1.3971,5.5605,0.4663,1.6354,0.2349,0.1437,2.6446,1.3523,0.5114,6.994,1.8288,0.2615,-2.6034,0.1214,-0.0466,3.8538,0.7312,0.1897,3.1897,1.2638,0.3962,0.0682,11.9068,-0.9124,-0.8939,0.8322,1,0,0,0,1,DAVANTI_PANTALONI
1.3186,1.8954,1.3767,4.5681,-0.0995,0.2238,0.5417,0.736,3.9134,-1.2275,-1.6362,4.4101,2.1,7.4068,-5.6078,2.5706,4.7051,2.1691,6.6054,0.0084,5.8907,-0.8059,0.513,-0.1368,0.0871,-0.6365,1.8705,0.6556,0.6347,0.3505,0.3393,0.9681,3.4987,0.4298,0.4028,0.1228,0.1151,0.9373,0.1918,0.0658,-7.3643,0.3431,-38.4031,-111.938,2.3647,3.7064,0.6237,1.5674,0.2637,0.1683,1.1673,0.6167,0.6916,0.5284,0.5925,1.1213,0.0161,3.7419,0.5297,-0.5429,0.729,0.0747,0.0629,-0.9524,1.6009,3.5861,1.8937,5.6152,0.009,2.6881,0.2598,0.5097,1.5156,0.5881,8.3015,2.7845,1.6687,5.9785,0.3653,0.5955,0.1928,0.3238,3.7152,1.1348,0.3055,13.8025,1.2879,0.0933,0.0235,0.0148,0.6288,1.5398,0.6015,0.3906,3.7049,0.9392,0.2535,0.0677,12.5905,0.9835,-0.9597,-0.9042,15.3435,76.0729,8.722,21,0,DAVANTI_PANTALONI
0.0363,0.0154,0.1239,0.7195,-1.0639,0.0621,0.0199,0.1411,0.7391,-0.6167,-0.0215,0.0139,0.1179,0.5765,-1.4598,0.2168,0.0078,0.0883,0.4669,0.0818,0.5855,-1.6893,0.1676,-2.885,0.2863,-0.0992,0.8781,1.0507,1.4034,1.1965,1.5982,1.3357,0.7711,1.1039,1.9695,1.4316,2.5542,1.7841,1.3155,1.0839,-8.9212,0.824,-6.7817,-8.2306,0.7626,1.4874,0.6856,1.9505,0.8991,0.4609,0.9735,1.2479,1.5409,1.2819,1.5829,1.2348,0.0005,0.324,0.2469,-0.156,0.1963,-0.1055,0.3578,-0.3871,-7.8314,0.0112,0.1059,7.972,?,5.2223,0.0245,0.1565,0.4393,0.9196,2.7564,0.0003,0.0179,0.0669,0.976,-1.4996,-2.8412,1.8946,0.677,5.9222,8.7478,0.4583,35.0724,76.5244,-1.5864,-2.9277,1.8455,0,0,1.9587,18.1455,119.143,6.566,0.0654,15.8101,0.9982,0.2657,0.2174,4.1432,0,0,0,1,DAVANTI_PANTALONI
0.0184,0.0147,0.1212,0.6295,-1.2194,0.026,0.0105,0.1022,0.4939,-0.7762,0.0026,0.0093,0.0965,0.5552,-1.0825,0.1742,0.0051,0.0717,0.3203,0.1031,0.7073,6.9976,0.1057,9.8936,0.1494,0.0151,1.1854,1.2562,1.6901,1.0598,1.4258,1.3454,1.4051,1.578,2.8564,1.1231,2.0329,1.8101,1.6026,1.1986,-9.3902,0.7479,-5.8595,-7.8345,1.0202,1.064,0.7943,1.043,0.7786,0.7465,1.2747,1.134,1.9656,0.8896,1.542,1.7334,0.0002,0.2597,-0.0823,-0.0328,0.1994,-0.0142,0.1069,-0.0547,-6.8331,0.0019,0.043,6.8948,?,6.2892,0.0035,0.0588,0.184,0.9712,3.1598,0.0006,0.0251,0.0865,0.9731,-1.0865,-2.1625,1.9903,0.7322,1.7145,2.3414,0.5362,2.9394,5.4822,-1.1125,-2.2063,1.9832,0,0,1.987,37.4785,79.6904,2.1263,0.0654,16.2821,1.0006,-0.9381,-0.9612,4.1432,0,0,0,1,DAVANTI_PANTALONI
-0.0995,1.0413,1.0205,6.5216,-0.6896,-0.3706,2.4874,1.5772,12.8809,-4.4198,-0.468,1.6172,1.2717,7.6996,-1.8286,1.6625,2.7485,1.6579,10.5246,0.0081,0.2684,0.2125,-0.0598,0.7919,-0.223,-0.2815,0.647,0.8025,0.6155,1.2402,0.9513,0.7671,0.4186,0.6439,0.3789,1.5381,0.905,0.5884,0.2534,0.5348,-31.164,2.1103,-122.9798,-58.2753,1.624,1.418,0.3638,0.8731,0.224,0.2566,0.5063,0.847,0.6197,1.6729,1.2239,0.7316,0.004,2.4652,-0.1397,-0.1941,-0.0521,0.2049,-0.4889,-0.5087,2.0275,0.1804,0.4247,2.8025,0.3339,6.4437,0.1945,0.441,2.7435,0.6137,-7.0834,0.0554,0.2355,7.7157,?,0.3146,-0.2862,-0.9097,0.963,1.8038,1.8731,0.9273,3.2537,3.5087,0.3223,-0.1821,-0.565,0.5924,0,0,1.0215,0.3632,0.3556,0.0648,15.5545,-0.9464,-0.8028,0.9392,4.1337,0.0072,0.0851,1.0569,0.791,DAVANTI_PANTALONI
1.9189,11.7061,3.4214,18.1799,-1.1418,-1.8474,2.936,1.7135,6.8461,-12.9842,-0.9122,5.5056,2.3464,16.6228,-1.0304,4.2134,10.3225,3.2129,12.3886,0.0236,-1.0387,-2.1037,0.4554,2.0253,-0.4385,-0.2165,1.9968,1.4581,1.0649,0.7303,0.5333,0.7303,3.987,2.1262,1.134,0.5333,0.2844,0.5334,1.5247,1.1489,-32.4232,0.7535,-21.2653,-28.2211,17.338,1.0368,0.669,0.0598,0.0386,0.6453,2.6555,1.0937,1.4675,0.4119,0.5526,1.3418,0.0095,6.4233,-0.3651,-0.5429,0.4796,-0.0112,-0.659,-0.3055,4.3017,16.0327,4.0041,10.0168,-0.0266,2.6302,18.5189,4.3034,12.3762,-0.9104,5.091,10.2737,3.2053,8.369,-0.0194,1.6355,0.8449,0.5166,0.9305,1.2492,1.3426,0.8658,1.5606,1.8026,0.0441,1.6286,36.946,1.5061,1.1885,0.7891,0.8094,1.1969,1.4788,0.0243,14.2438,-0.8515,-0.904,0.9407,4.1322,4.3995,2.0975,7,0,DAVANTI_PANTALONI
