@RELATION WhereIsSmartphone
@ATTRIBUTE X_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE X_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE X_NO_G_R_STD NUMERIC 
@ATTRIBUTE X_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_NO_G_R_STD NUMERIC 
@ATTRIBUTE Y_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_NO_G_R_STD NUMERIC 
@ATTRIBUTE Z_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_NO_G_R_STD NUMERIC 
@ATTRIBUTE |V|_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE X_NO_G_R_Y_NO_G_R_Z_NO_G_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_NO_G_R_Y_NO_G_R_Z_NO_G_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE ROTATION_X_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_X_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_X_STD NUMERIC 
@ATTRIBUTE ROTATION_X_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_X_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Y_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_Y_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_Y_STD NUMERIC 
@ATTRIBUTE ROTATION_Y_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Y_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Z_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_Z_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_Z_STD NUMERIC 
@ATTRIBUTE ROTATION_Z_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Z_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE ROTATION_X_ROTATION_Y_ROTATION_Z_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE ROTATION_X_ROTATION_Y_ROTATION_Z_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE X_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE X_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE X_GRAVITY_STD NUMERIC 
@ATTRIBUTE X_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Y_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Y_GRAVITY_STD NUMERIC 
@ATTRIBUTE Y_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Z_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Z_GRAVITY_STD NUMERIC 
@ATTRIBUTE Z_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE class {TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_GIACCA_ALTA,TASCA_GIACCA_BASSA}
@DATA
0.4164,1.5877,1.26,4.9897,-0.829,0.3129,13.8833,3.726,23.0909,-1.24,0.4249,8.691,2.948,15.5666,-0.6877,3.963,8.9082,2.9847,15.5498,0.019,1.3309,0.9799,0.1051,0.7362,0.0789,0.1072,0.3382,0.4274,0.4222,1.2639,1.2484,0.9877,0.1144,0.1827,0.1782,1.5974,1.5585,0.9756,0.1769,0.3565,-7.4911,2.0151,-42.3394,-21.0106,0.2647,0.2958,0.1721,1.1176,0.6503,0.5819,0.2161,0.3205,0.3209,1.4834,1.485,1.0011,0.007,6.184,0.2487,-0.1403,-0.0975,-0.9607,-0.3444,0.3089,-0.5393,0.0004,0.0201,0.5642,?,-0.3275,0.0061,0.0779,0.4138,?,0.5516,0.0025,0.0497,0.1423,0.7746,1.6466,-0.9777,-0.5938,0.2586,0.4057,1.5686,0.0669,0.1646,2.4606,1.3632,-1.1534,-0.8461,1,0,0,1.3632,3.9632,2.9072,0.0087,1.4185,-0.9424,-0.9091,0.984,-2.3529,2.8874,1.6992,4.8885,?,-9.1411,0.3901,0.6246,9.7133,?,1.8635,0.3137,0.5601,1.5737,0.4414,0.2574,-1.2627,-4.9054,2.7206,3.0337,1.1151,7.4019,9.2031,1.2433,0.5033,-3.9309,-7.8108,1,0,0,0.5033,3.1063,6.1721,0.1002,13.3576,-0.9754,-0.9837,0.9924,TASCA_DESTRA_DIETRO_PANTALONI
0.2624,0.3637,0.603,2.8351,-0.6434,1.2972,1.631,1.2771,5.9247,-0.2417,-0.1214,1.1677,1.0806,4.6569,-0.8859,1.9895,0.9706,0.9852,4.3278,0.1022,0.2023,-2.1616,0.1319,-10.6857,0.652,-0.061,0.4722,0.558,0.6121,1.1818,1.2963,1.0968,0.223,0.3114,0.3747,1.3967,1.6803,1.2031,0.9625,0.5074,-2.2539,0.5272,-2.3417,-4.442,0.3616,0.6986,0.3579,1.9323,0.9899,0.5123,0.4785,0.6088,0.6551,1.2722,1.369,1.076,0.0138,2.8742,-0.6128,0.3589,-0.291,-0.5741,0.7255,-0.2123,-0.4649,0.0005,0.0224,0.4841,?,-0.3691,0,0.0054,0.3836,?,0.5119,0.0014,0.0372,0.1159,0.7879,1.2597,-0.9081,-0.7209,4.1152,0.602,0.1463,16.9349,0.3625,0.0214,1.2619,-1.1245,-0.8911,1,0,0,1.2619,4.1781,3.3108,0.0082,1.3459,-0.8498,-0.9926,0.8227,-0.1978,0.8446,0.919,2.715,-0.5817,-9.3165,0.0186,0.1365,9.4235,?,2.8907,0.1143,0.338,0.9967,0.7214,0.0212,-0.0684,-3.223,6.732,2.7186,0.4038,45.3194,7.3906,0.1631,0.106,-0.3868,-3.6504,0,0.4797,0,0.2881,2.7239,9.4545,0.1016,13.0675,0.9821,0.9884,0.9642,TASCA_DESTRA_DIETRO_PANTALONI
2.2357,1.5875,1.26,5.6299,-0.0538,-6.9559,11.493,3.3901,10.9432,?,2.965,8.008,2.8298,8.83,-0.148,8.1258,17.2333,4.1513,11.5405,0.1282,-0.3214,0.754,0.2751,-2.346,-0.856,0.3649,0.3717,0.4452,0.3035,1.198,0.8166,0.6817,0.1381,0.1982,0.0921,1.4352,0.6669,0.4647,0.0263,0.2527,-0.1695,9.6132,-6.4476,-0.6707,0,0.6946,0.4036,0,0,0.581,0.5145,0.6376,0.4878,1.2393,0.9482,0.7651,0.1546,12.4404,-0.8197,0.8274,0.8618,-0.9073,-0.9872,0.9592,-0.0107,0.0757,0.2751,0.8509,-0.9223,-0.6788,0.006,0.0774,0.7621,?,0.6419,0.0048,0.0695,0.2308,0.6745,0.0157,-0.0166,-1.0574,3.5532,3.9582,1.114,12.6252,15.6677,1.241,0.5357,-0.8535,-1.5933,0,0.6242,0,1.1166,3.6864,3.3016,0.0183,1.5636,-0.9445,-0.7717,0.5234,1.8303,6.051,2.4599,7.7685,-0.184,-8.9512,1.5072,1.2277,9.7712,?,-0.8981,4.3983,2.0972,6.0646,-4.4172,-0.2045,-2.0378,9.9663,2.0037,1.1729,0.5854,4.0147,1.3758,0.3427,0.1236,0.2442,1.9759,0,5.8605,0,0.795,1.281,1.6112,0.18,13.108,0.8696,-0.978,-0.9276,TASCA_DESTRA_DIETRO_PANTALONI
-3.2981,47.8583,6.918,26.0618,-3.2785,-4.4903,119.2875,10.9219,35.3106,-3.5768,1.2097,93.4105,9.6649,29.3006,-0.806,15.6076,49.463,7.033,28.0528,0.1558,0.7345,-2.7264,-0.2113,-3.712,-0.2877,0.0775,0.6334,0.7158,0.9836,1.1301,1.5529,1.3742,0.4012,0.5123,0.9676,1.277,2.4117,1.8885,0.7237,1.5272,-3.8562,2.1103,-5.3286,-2.525,0.7895,0.3754,0.1833,0.4755,0.2322,0.4882,0.7381,0.8895,0.929,1.2051,1.2587,1.0445,0.0588,24.376,0.7912,-0.0589,-0.8314,-0.0682,-0.9382,0.2571,-0.3663,0.0432,0.2079,0.6107,-7.6305,-0.2189,0.0132,0.1147,0.3547,-11.3041,-0.5922,0.0155,0.1243,0.8257,?,1.6736,0.6186,0.3696,1.8117,1.6721,0.9229,3.2822,2.7958,0.8518,1.6569,0.6539,0.3946,2.4546,0,0,1.7218,0.7396,0.4295,0.0075,1.1894,-0.5731,-0.9763,0.6418,6.3512,3.9933,1.9983,7.3116,0.1744,-2.0897,18.6031,4.3131,12.7476,-1.4008,5.1004,2.8571,1.6903,5.168,0.3635,-3.0393,1.2452,-0.4097,0.4633,1.1822,2.5517,0.2147,1.3977,6.5112,-0.2076,0.5233,-2.5205,1.6678,1.0908,0.654,0.5736,1.4148,2.4666,0.0867,15.8327,-0.4689,-0.7933,0.8319,TASCA_DESTRA_DIETRO_PANTALONI
1.2976,5.2745,2.2966,9.9002,-1.1981,0.4632,5.0126,2.2389,9.8761,-1.7636,2.4471,9.6516,3.1067,13.2171,-0.1811,4.8026,4.7598,2.1817,9.8018,0.1328,2.8014,0.5303,0.2702,0.1893,0.0964,0.5095,1.0258,0.7393,1.0527,0.7207,1.0262,1.424,1.0523,0.5465,1.1081,0.5194,1.0531,2.0277,0.8562,2.6625,-3.5944,3.1096,-4.198,-1.35,1.2603,0.4025,0.3985,0.3194,0.3162,0.99,1.0024,0.749,1.01,0.7472,1.0076,1.3484,0.0296,7.2933,-0.4447,-0.3536,-0.2076,0.1501,0.1394,0.8231,0.3275,0.0074,0.086,0.3171,0.448,-0.191,0.0039,0.0626,0.2667,?,0.7329,0.0139,0.1179,0.4014,0.5524,-1.7142,0.4468,-0.2607,1.3732,0.729,0.5309,1.8856,0.5314,0.2818,-0.965,0.5195,-0.5383,0,0.6406,0,1.189,0.79,0.6644,0.0087,1.2514,0.6625,0.1608,-0.4958,6.6142,1.2497,1.1179,5.0541,0.4473,0.2562,4.0243,2.0061,6.6469,-0.6861,6.7309,1.5446,1.2428,4.7201,0.4041,25.8146,0.9827,0.0381,0.5573,0.8995,1.6141,0.3106,0.8091,2.6054,-1.512,1.2775,-0.8449,2.3195,1.1543,0.4977,0.7604,1.0708,1.4082,0.0994,15.1102,-0.2403,-0.9084,0.0047,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.0728,0.0107,0.1034,0.5093,-1.7587,-0.1302,0.025,0.1581,0.8262,-1.4011,-0.0006,0.0098,0.0991,0.4658,-1.3003,0.2339,0.013,0.1141,0.476,0.0708,0.5591,121.9047,-0.3111,218.0485,-0.5565,-0.0026,0.6543,1.0439,0.9065,1.5955,1.3855,0.8684,0.4281,1.0897,0.8217,2.5456,1.9196,0.7541,0.6735,1.233,-8.9462,1.8309,-13.284,-7.2555,0.5365,0.9116,0.3604,1.6991,0.6717,0.3953,0.6164,1.0933,1.07,1.7736,1.7357,0.9787,0.0015,0.3515,0.2219,-0.2765,-0.4697,-0.2237,-0.5588,0.1652,-0.1562,0,0.0019,0.1591,?,-0.756,0,0.0005,0.7569,?,-0.4585,0,0.0032,0.464,?,0.2066,0.3406,1.6491,3.4169,0.5837,0.1708,11.6753,0.3407,0.0292,0.2102,0.3428,1.6311,1,1,1,0.2102,0.3428,1.6311,0.0092,1.3707,-0.8153,0.95,-0.9178,7.9329,0.0007,0.0262,0.1,0.9875,5.4491,0.0015,0.0384,0.1398,0.9747,-1.8823,0.0001,0.0101,1.8978,?,1.4558,-4.2144,-2.8949,0.6818,2.6015,3.8155,0.4649,6.7676,14.5578,1.4642,-4.1537,-2.8369,1.4452,0,0,0.7157,0.0527,0.0736,0.1001,15.2644,-0.9805,-0.0578,0.1379,TASCA_SINISTRA_DAVANTI_PANTALONI
0.9322,7.0919,2.6631,8.8038,-0.9256,1.033,4.5328,2.129,11.4684,-0.3332,2.1286,10.976,3.313,14.5217,-0.2382,4.777,6.2475,2.4995,11.649,0.1555,0.9024,0.4379,0.1951,0.4853,0.2162,0.4456,1.2508,0.8038,1.0654,0.6426,0.8518,1.3255,1.5646,0.6461,1.1352,0.413,0.7255,1.7569,1.4765,1.5146,-1.9729,1.0258,-1.3362,-1.3026,0.5315,0.3899,0.3315,0.7335,0.6236,0.8502,0.7677,0.6063,0.7558,0.7897,0.9845,1.2466,0.0276,7.1864,-0.6097,-0.4765,-0.3985,0.6478,0.7631,0.9131,0.3019,0.0172,0.1313,0.3625,0.3559,-0.2089,0.0021,0.0459,0.2615,?,0.713,0.0096,0.098,0.3371,0.5935,-1.4455,0.4234,-0.2929,2.8574,1.3387,0.4685,8.1645,1.7922,0.2195,-0.766,0.407,-0.5314,0,0.6787,0,1.3862,1.0754,0.7758,0.0087,1.2238,0.8194,0.5123,-0.0344,6.6759,1.9291,1.3889,4.6486,0.495,-0.1223,1.2154,1.1025,4.0533,-1.1306,6.7436,2.8984,1.7025,5.2388,0.3817,-54.6086,0.99,-0.0181,1.2598,0.8158,0.6476,1.5872,0.6656,0.4193,-2.1183,1.4088,-0.665,4.8385,1.0864,0.2245,1.1469,0.8873,0.7737,0.1032,14.4155,0.1669,-0.9866,-0.2719,TASCA_SINISTRA_DAVANTI_PANTALONI
-5.5965,38.5661,6.2102,19.8345,-7.8733,4.2986,6.7036,2.5891,9.9326,-0.3511,5.5587,8.7897,2.9647,9.7625,-0.0187,10.6016,22.364,4.7291,16.8842,0.1245,-1.3019,-1.0068,-0.5279,0.7733,0.4055,0.5243,2.3986,2.0947,1.3132,0.8733,0.5475,0.6269,5.7531,4.3877,1.7245,0.7627,0.2997,0.393,6.8192,98.3232,-7.3317,14.4186,-1.0752,-0.0746,0.3041,0.2332,0.1159,0.7671,0.3812,0.4969,1.9969,2.0317,1.1747,1.0174,0.5883,0.5782,0.0966,16.6731,0.4271,-0.5233,-0.9582,0.5318,-0.1808,0.7041,0.6168,0,0.0069,0.0383,0.9392,0.4162,0,0.005,0.0216,0.9492,0.6548,0.0001,0.0086,0.0317,0.9522,1.4821,0.942,0.6356,1.3732,0.8094,0.5895,1.8856,0.6552,0.3475,1.4628,0.9358,0.6397,1.4783,0.9487,0.6418,1.7694,1.2065,0.6819,0.0107,1.6879,-0.8331,-0.0407,0.3092,6.9059,0.215,0.4636,2.183,0.6998,6.8521,0.1746,0.4178,1.8658,0.7768,-1.0555,0.0117,0.1084,1.2416,?,1.0079,-6.5427,-6.4917,1.1097,4.2786,3.8555,1.2315,18.3061,14.865,0.7836,-4.0994,-5.2314,0.8698,0,0,1.17,1.7582,1.5027,0.1052,14.8135,-0.9977,-0.55,0.5251,TASCA_SINISTRA_DAVANTI_PANTALONI
0.026,0.0155,0.1244,0.5789,-1.0882,0.0099,0.0075,0.0865,0.4154,-0.6863,0.0076,0.0047,0.0689,0.2948,-0.8149,0.1506,0.0058,0.0764,0.3384,0.0677,2.6193,3.4277,0.1725,1.3086,0.0659,0.0503,1.4369,1.8062,1.627,1.257,1.1323,0.9008,2.0648,3.2624,2.6472,1.58,1.2821,0.8114,1.7841,2.279,-12.2797,1.2774,-6.883,-5.3881,1.1252,1.7068,0.7637,1.5168,0.6787,0.4475,1.3934,1.9637,1.7106,1.4093,1.2276,0.8711,0.0003,0.2303,0.5098,-0.0034,0.097,0.8358,0.2867,0.2198,0.6356,0,0.0016,0.0047,0.9927,0.355,0,0.001,0.0036,0.9898,0.6728,0,0.0016,0.0046,0.9932,1.7901,0.9447,0.5277,1.5112,0.991,0.6557,2.2838,0.982,0.43,1.7947,0.9454,0.5268,1.7896,0.9459,0.5286,1.2861,1.0212,0.794,0.0105,1.6634,-1.0026,-0.9861,0.9659,7.4682,0.0004,0.0188,0.054,0.9928,6.3285,0.0004,0.0199,0.0571,0.991,-0.5882,0.0006,0.025,0.6321,?,1.1801,-12.6961,-10.7586,0.9451,0.7517,0.7954,0.8933,0.5651,0.6326,1.1811,-11.7719,-9.9671,1.179,0,0,0.9454,0.0854,0.0903,0.1043,14.3849,-0.9659,0.9836,-0.9755,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.0196,1.8983,1.3778,15.6259,-0.7716,-0.0911,0.4096,0.64,4.8311,-2.6207,-0.0254,0.0775,0.2784,2.4175,-1.7518,0.7644,1.8106,1.3456,9.5554,0.0059,0.215,0.7697,-0.0256,3.5801,-0.1191,-0.0333,2.1527,4.9492,1.024,2.299,0.4757,0.2069,4.6342,24.4949,1.0485,5.2856,0.2262,0.0428,1.9463,4.4221,-120.1139,2.2721,-61.7151,-27.1619,6.6104,10.0398,0.9176,1.5188,0.1388,0.0914,3.2344,6.4636,1.6353,1.9984,0.5056,0.253,0.001,1.0713,-0.6155,-0.4393,-0.0182,-0.0457,-0.1732,-0.2422,-0.4006,0,0.0027,0.4044,?,0.5497,0,0.0013,0.0049,0.9911,-0.5233,0,0.0034,0.5293,?,-0.7287,0.7655,-1.0504,2.0332,0.7914,0.3893,4.1339,0.6264,0.1515,-0.7396,0.764,-1.033,0,1,0,82.3306,0.764,0.0093,0.009,1.4735,0.7077,-0.9237,-0.8632,-1.4236,0.0007,0.0273,1.4871,?,-9.6749,0,0.0051,9.6798,?,0.734,0.0009,0.0301,0.1213,0.8483,0.1471,-1.9395,-13.1807,5.3737,0.9077,0.1689,28.877,0.824,0.0285,0.1536,-2.1926,-14.2717,1,0,0,0.1536,12.2574,79.7839,0.1032,11.8325,-0.9077,-0.2008,0.6242,TASCA_SINISTRA_DAVANTI_PANTALONI
