@RELATION WhereIsSmartphone
@ATTRIBUTE X_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE X_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE X_NO_G_R_STD NUMERIC 
@ATTRIBUTE X_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_NO_G_R_STD NUMERIC 
@ATTRIBUTE Y_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_NO_G_R_STD NUMERIC 
@ATTRIBUTE Z_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_NO_G_R_STD NUMERIC 
@ATTRIBUTE |V|_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE X_NO_G_R_Y_NO_G_R_Z_NO_G_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_NO_G_R_Y_NO_G_R_Z_NO_G_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE ROTATION_X_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_X_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_X_STD NUMERIC 
@ATTRIBUTE ROTATION_X_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_X_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Y_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_Y_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_Y_STD NUMERIC 
@ATTRIBUTE ROTATION_Y_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Y_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Z_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_Z_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_Z_STD NUMERIC 
@ATTRIBUTE ROTATION_Z_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Z_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE ROTATION_X_ROTATION_Y_ROTATION_Z_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE ROTATION_X_ROTATION_Y_ROTATION_Z_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE X_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE X_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE class {GIACCA,PANTALONI}
@DATA
0.4164,1.5877,1.26,4.9897,-0.829,0.3129,13.8833,3.726,23.0909,-1.24,0.4249,8.691,2.948,15.5666,-0.6877,3.963,8.9082,2.9847,15.5498,0.019,1.3309,0.9799,0.1051,0.7362,0.0789,0.1072,0.3382,0.4274,0.4222,1.2639,1.2484,0.9877,0.1144,0.1827,0.1782,1.5974,1.5585,0.9756,0.1769,0.3565,-7.4911,2.0151,-42.3394,-21.0106,0.2647,0.2958,0.1721,1.1176,0.6503,0.5819,0.2161,0.3205,0.3209,1.4834,1.485,1.0011,0.007,6.184,0.2487,-0.1403,-0.0975,-0.9607,-0.3444,0.3089,-0.5393,0.0004,0.0201,0.5642,?,-0.3275,0.0061,0.0779,0.4138,?,0.5516,0.0025,0.0497,0.1423,0.7746,1.6466,-0.9777,-0.5938,0.2586,0.4057,1.5686,0.0669,0.1646,2.4606,1.3632,-1.1534,-0.8461,1,0,0,1.3632,3.9632,2.9072,0.0087,1.4185,-0.9424,-0.9091,0.984,-0.382,0.1536,0.3919,1.4291,-3.6858,-0.0729,0.2653,0.515,2.3082,-1.2735,-0.938,0.6972,0.835,3.3026,-6.6605,5.238,0.4073,0.0778,0.7609,0.4693,0.6168,0.5789,0.2203,0.3805,0.8694,0.3915,0.4503,0.3004,0.7074,2.3549,0.6192,0.4327,0.6989,0.0106,1.881,0.5873,0.8296,0.8407,PANTALONI
0.2624,0.3637,0.603,2.8351,-0.6434,1.2972,1.631,1.2771,5.9247,-0.2417,-0.1214,1.1677,1.0806,4.6569,-0.8859,1.9895,0.9706,0.9852,4.3278,0.1022,0.2023,-2.1616,0.1319,-10.6857,0.652,-0.061,0.4722,0.558,0.6121,1.1818,1.2963,1.0968,0.223,0.3114,0.3747,1.3967,1.6803,1.2031,0.9625,0.5074,-2.2539,0.5272,-2.3417,-4.442,0.3616,0.6986,0.3579,1.9323,0.9899,0.5123,0.4785,0.6088,0.6551,1.2722,1.369,1.076,0.0138,2.8742,-0.6128,0.3589,-0.291,-0.5741,0.7255,-0.2123,-0.4649,0.0005,0.0224,0.4841,?,-0.3691,0,0.0054,0.3836,?,0.5119,0.0014,0.0372,0.1159,0.7879,1.2597,-0.9081,-0.7209,4.1152,0.602,0.1463,16.9349,0.3625,0.0214,1.2619,-1.1245,-0.8911,1,0,0,1.2619,4.1781,3.3108,0.0082,1.3459,-0.8498,-0.9926,0.8227,0.2164,0.0585,0.2418,0.8513,-0.3011,0.2535,0.081,0.2846,1.2059,-0.5455,-0.6931,0.4267,0.6533,1.9461,-12.7376,0.8535,-0.3122,-0.3658,0.8499,0.3702,0.4356,0.7223,0.1371,0.1898,0.4629,0.1092,0.2359,0.8385,4.6185,5.5079,0.7059,0.4374,0.6196,0.008,1.2653,0.6,-0.753,-0.5047,PANTALONI
2.2357,1.5875,1.26,5.6299,-0.0538,-6.9559,11.493,3.3901,10.9432,?,2.965,8.008,2.8298,8.83,-0.148,8.1258,17.2333,4.1513,11.5405,0.1282,-0.3214,0.754,0.2751,-2.346,-0.856,0.3649,0.3717,0.4452,0.3035,1.198,0.8166,0.6817,0.1381,0.1982,0.0921,1.4352,0.6669,0.4647,0.0263,0.2527,-0.1695,9.6132,-6.4476,-0.6707,0,0.6946,0.4036,0,0,0.581,0.5145,0.6376,0.4878,1.2393,0.9482,0.7651,0.1546,12.4404,-0.8197,0.8274,0.8618,-0.9073,-0.9872,0.9592,-0.0107,0.0757,0.2751,0.8509,-0.9223,-0.6788,0.006,0.0774,0.7621,?,0.6419,0.0048,0.0695,0.2308,0.6745,0.0157,-0.0166,-1.0574,3.5532,3.9582,1.114,12.6252,15.6677,1.241,0.5357,-0.8535,-1.5933,0,0.6242,0,1.1166,3.6864,3.3016,0.0183,1.5636,-0.9445,-0.7717,0.5234,0.9741,0.2312,0.4808,1.6702,0.082,3.0354,1.633,1.2779,5.0532,-0.1261,2.1008,1.681,1.2965,4.1163,-0.0903,0.3209,0.4637,1.4449,0.3763,0.3709,0.9856,0.1416,0.1375,0.9714,-0.2637,-0.4375,1.6594,0.4055,0.4819,1.1886,0.3305,0.4057,1.2276,0.0749,6.1919,-0.6428,0.9191,-0.559,PANTALONI
-3.2981,47.8583,6.918,26.0618,-3.2785,-4.4903,119.2875,10.9219,35.3106,-3.5768,1.2097,93.4105,9.6649,29.3006,-0.806,15.6076,49.463,7.033,28.0528,0.1558,0.7345,-2.7264,-0.2113,-3.712,-0.2877,0.0775,0.6334,0.7158,0.9836,1.1301,1.5529,1.3742,0.4012,0.5123,0.9676,1.277,2.4117,1.8885,0.7237,1.5272,-3.8562,2.1103,-5.3286,-2.525,0.7895,0.3754,0.1833,0.4755,0.2322,0.4882,0.7381,0.8895,0.929,1.2051,1.2587,1.0445,0.0588,24.376,0.7912,-0.0589,-0.8314,-0.0682,-0.9382,0.2571,-0.3663,0.0432,0.2079,0.6107,-7.6305,-0.2189,0.0132,0.1147,0.3547,-11.3041,-0.5922,0.0155,0.1243,0.8257,?,1.6736,0.6186,0.3696,1.8117,1.6721,0.9229,3.2822,2.7958,0.8518,1.6569,0.6539,0.3946,2.4546,0,0,1.7218,0.7396,0.4295,0.0075,1.1894,-0.5731,-0.9763,0.6418,-1.4243,1.0626,1.0308,4.2949,-3.8788,-0.8545,9.3878,3.064,9.2691,-2.0592,2.8337,2.4175,1.5548,4.6442,0.0839,1.6668,-0.5026,-0.3016,0.3364,0.663,1.9706,0.1132,0.4395,3.8833,0.5473,-8.0314,-14.6751,0.2905,0.1737,0.5977,0.4634,0.9248,1.9959,0.0339,7.0688,0.3492,-0.1514,-0.8917,PANTALONI
1.2976,5.2745,2.2966,9.9002,-1.1981,0.4632,5.0126,2.2389,9.8761,-1.7636,2.4471,9.6516,3.1067,13.2171,-0.1811,4.8026,4.7598,2.1817,9.8018,0.1328,2.8014,0.5303,0.2702,0.1893,0.0964,0.5095,1.0258,0.7393,1.0527,0.7207,1.0262,1.424,1.0523,0.5465,1.1081,0.5194,1.0531,2.0277,0.8562,2.6625,-3.5944,3.1096,-4.198,-1.35,1.2603,0.4025,0.3985,0.3194,0.3162,0.99,1.0024,0.749,1.01,0.7472,1.0076,1.3484,0.0296,7.2933,-0.4447,-0.3536,-0.2076,0.1501,0.1394,0.8231,0.3275,0.0074,0.086,0.3171,0.448,-0.191,0.0039,0.0626,0.2667,?,0.7329,0.0139,0.1179,0.4014,0.5524,-1.7142,0.4468,-0.2607,1.3732,0.729,0.5309,1.8856,0.5314,0.2818,-0.965,0.5195,-0.5383,0,0.6406,0,1.189,0.79,0.6644,0.0087,1.2514,0.6625,0.1608,-0.4958,0.6579,0.7217,0.8495,3.2898,-0.3157,-0.8171,1.4514,1.2047,5.3117,-4.4364,2.3746,3.747,1.9357,6.3542,-0.3333,-0.8052,0.277,-0.3441,0.7051,0.4389,0.6224,0.4972,0.1926,0.3874,0.1821,0.4969,2.7288,2.5591,0.5247,0.205,0.6193,0.5177,0.8359,0.0273,4.6271,-0.4738,-0.2687,0.4563,PANTALONI
-0.0728,0.0107,0.1034,0.5093,-1.7587,-0.1302,0.025,0.1581,0.8262,-1.4011,-0.0006,0.0098,0.0991,0.4658,-1.3003,0.2339,0.013,0.1141,0.476,0.0708,0.5591,121.9047,-0.3111,218.0485,-0.5565,-0.0026,0.6543,1.0439,0.9065,1.5955,1.3855,0.8684,0.4281,1.0897,0.8217,2.5456,1.9196,0.7541,0.6735,1.233,-8.9462,1.8309,-13.284,-7.2555,0.5365,0.9116,0.3604,1.6991,0.6717,0.3953,0.6164,1.0933,1.07,1.7736,1.7357,0.9787,0.0015,0.3515,0.2219,-0.2765,-0.4697,-0.2237,-0.5588,0.1652,-0.1562,0,0.0019,0.1591,?,-0.756,0,0.0005,0.7569,?,-0.4585,0,0.0032,0.464,?,0.2066,0.3406,1.6491,3.4169,0.5837,0.1708,11.6753,0.3407,0.0292,0.2102,0.3428,1.6311,1,1,1,0.2102,0.3428,1.6311,0.0092,1.3707,-0.8153,0.95,-0.9178,0.0367,0.0005,0.0226,0.0887,-0.1075,0.0562,0.001,0.0315,0.1645,-0.1868,0.0134,0.0006,0.0237,0.125,-0.448,0.6531,2.7308,4.1814,0.7168,0.9526,1.3289,0.5138,0.9074,1.7659,0.3324,0.2226,0.6697,0.5776,0.9275,1.6059,0.539,0.7094,1.3162,0.0007,0.1157,0.7478,0.3499,0.4886,PANTALONI
0.9322,7.0919,2.6631,8.8038,-0.9256,1.033,4.5328,2.129,11.4684,-0.3332,2.1286,10.976,3.313,14.5217,-0.2382,4.777,6.2475,2.4995,11.649,0.1555,0.9024,0.4379,0.1951,0.4853,0.2162,0.4456,1.2508,0.8038,1.0654,0.6426,0.8518,1.3255,1.5646,0.6461,1.1352,0.413,0.7255,1.7569,1.4765,1.5146,-1.9729,1.0258,-1.3362,-1.3026,0.5315,0.3899,0.3315,0.7335,0.6236,0.8502,0.7677,0.6063,0.7558,0.7897,0.9845,1.2466,0.0276,7.1864,-0.6097,-0.4765,-0.3985,0.6478,0.7631,0.9131,0.3019,0.0172,0.1313,0.3625,0.3559,-0.2089,0.0021,0.0459,0.2615,?,0.713,0.0096,0.098,0.3371,0.5935,-1.4455,0.4234,-0.2929,2.8574,1.3387,0.4685,8.1645,1.7922,0.2195,-0.766,0.407,-0.5314,0,0.6787,0,1.3862,1.0754,0.7758,0.0087,1.2238,0.8194,0.5123,-0.0344,0.7807,0.6841,0.8271,3.7021,-0.2631,-0.9222,0.7421,0.8615,3.0099,-5.4227,1.8353,2.9835,1.7273,5.2882,-0.1888,-0.8466,0.4254,-0.5025,0.9601,0.4789,0.4988,0.9218,0.2293,0.2488,0.3035,0.9184,3.0263,6.2539,0.6588,0.1053,1.23,0.7001,0.5692,0.0239,4.1099,-0.5761,-0.2879,0.4774,PANTALONI
-5.5965,38.5661,6.2102,19.8345,-7.8733,4.2986,6.7036,2.5891,9.9326,-0.3511,5.5587,8.7897,2.9647,9.7625,-0.0187,10.6016,22.364,4.7291,16.8842,0.1245,-1.3019,-1.0068,-0.5279,0.7733,0.4055,0.5243,2.3986,2.0947,1.3132,0.8733,0.5475,0.6269,5.7531,4.3877,1.7245,0.7627,0.2997,0.393,6.8192,98.3232,-7.3317,14.4186,-1.0752,-0.0746,0.3041,0.2332,0.1159,0.7671,0.3812,0.4969,1.9969,2.0317,1.1747,1.0174,0.5883,0.5782,0.0966,16.6731,0.4271,-0.5233,-0.9582,0.5318,-0.1808,0.7041,0.6168,0,0.0069,0.0383,0.9392,0.4162,0,0.005,0.0216,0.9492,0.6548,0.0001,0.0086,0.0317,0.9522,1.4821,0.942,0.6356,1.3732,0.8094,0.5895,1.8856,0.6552,0.3475,1.4628,0.9358,0.6397,1.4783,0.9487,0.6418,1.7694,1.2065,0.6819,0.0107,1.6879,-0.8331,-0.0407,0.3092,0.4135,0.4447,0.6669,2.6372,-0.1741,0.3492,0.1567,0.3959,1.553,-0.192,0.4805,0.7093,0.8422,3.5974,-0.0418,1.1843,0.8605,0.7266,1.6845,0.7918,0.4701,2.8375,0.627,0.221,1.5627,2.7075,1.7326,1.7241,0.6505,0.3773,1.6981,0.7331,0.4317,0.0078,1.3734,0.8216,0.9314,0.7284,PANTALONI
0.026,0.0155,0.1244,0.5789,-1.0882,0.0099,0.0075,0.0865,0.4154,-0.6863,0.0076,0.0047,0.0689,0.2948,-0.8149,0.1506,0.0058,0.0764,0.3384,0.0677,2.6193,3.4277,0.1725,1.3086,0.0659,0.0503,1.4369,1.8062,1.627,1.257,1.1323,0.9008,2.0648,3.2624,2.6472,1.58,1.2821,0.8114,1.7841,2.279,-12.2797,1.2774,-6.883,-5.3881,1.1252,1.7068,0.7637,1.5168,0.6787,0.4475,1.3934,1.9637,1.7106,1.4093,1.2276,0.8711,0.0003,0.2303,0.5098,-0.0034,0.097,0.8358,0.2867,0.2198,0.6356,0,0.0016,0.0047,0.9927,0.355,0,0.001,0.0036,0.9898,0.6728,0,0.0016,0.0046,0.9932,1.7901,0.9447,0.5277,1.5112,0.991,0.6557,2.2838,0.982,0.43,1.7947,0.9454,0.5268,1.7896,0.9459,0.5286,1.2861,1.0212,0.794,0.0105,1.6634,-1.0026,-0.9861,0.9659,0.0137,0.0004,0.0192,0.0854,-0.9074,0.0486,0.0005,0.0229,0.094,0.0713,0.0071,0.0002,0.0133,0.0566,-0.523,0.2817,1.9206,6.8179,0.8379,1.4437,1.723,0.7021,2.0842,2.9687,-5.6321,2.0911,-0.3713,0.4426,1.2053,2.7229,0.9091,1.5094,1.6604,0.0005,0.0804,0.656,-0.0213,0.3972,PANTALONI
-0.0196,1.8983,1.3778,15.6259,-0.7716,-0.0911,0.4096,0.64,4.8311,-2.6207,-0.0254,0.0775,0.2784,2.4175,-1.7518,0.7644,1.8106,1.3456,9.5554,0.0059,0.215,0.7697,-0.0256,3.5801,-0.1191,-0.0333,2.1527,4.9492,1.024,2.299,0.4757,0.2069,4.6342,24.4949,1.0485,5.2856,0.2262,0.0428,1.9463,4.4221,-120.1139,2.2721,-61.7151,-27.1619,6.6104,10.0398,0.9176,1.5188,0.1388,0.0914,3.2344,6.4636,1.6353,1.9984,0.5056,0.253,0.001,1.0713,-0.6155,-0.4393,-0.0182,-0.0457,-0.1732,-0.2422,-0.4006,0,0.0027,0.4044,?,0.5497,0,0.0013,0.0049,0.9911,-0.5233,0,0.0034,0.5293,?,-0.7287,0.7655,-1.0504,2.0332,0.7914,0.3893,4.1339,0.6264,0.1515,-0.7396,0.764,-1.033,0,1,0,82.3306,0.764,0.0093,0.009,1.4735,0.7077,-0.9237,-0.8632,0.0144,0.0137,0.117,0.9581,-1.3387,0.0407,0.0202,0.1423,1.1247,-0.5097,-0.0192,0.001,0.0324,0.2232,-5.0355,0.3535,-0.7502,-2.122,0.8228,3.6162,4.3952,0.6769,13.0769,19.3174,1.4443,2.9446,2.0388,0.5499,11.0759,20.1423,0.8519,4.2919,5.0383,0.0005,0.2005,0.4048,-0.2347,-0.4468,PANTALONI
