@RELATION WhereIsSmartphone
@ATTRIBUTE X_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE X_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE X_NO_G_STD NUMERIC 
@ATTRIBUTE X_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Y_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Y_NO_G_STD NUMERIC 
@ATTRIBUTE Y_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Z_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Z_NO_G_STD NUMERIC 
@ATTRIBUTE Z_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE V_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE V_NO_G_STD NUMERIC 
@ATTRIBUTE V_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE X_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE X_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE X_GRAVITY_STD NUMERIC 
@ATTRIBUTE X_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Y_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Y_GRAVITY_STD NUMERIC 
@ATTRIBUTE Y_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Z_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Z_GRAVITY_STD NUMERIC 
@ATTRIBUTE Z_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE class {SINISTRA_PANTALONI,DESTRA_PANTALONI,TASCA_GIACCA_BASSA,TASCA_GIACCA_ALTA}
@DATA
1.2127,3.5357,1.8803,11.3357,-0.6233,-0.5887,7.4085,2.7219,11.9038,-2.0456,-0.2355,1.4267,1.1944,5.6261,-0.6869,3.2714,3.5414,1.8819,9.269,0.0298,-2.06,-5.1495,0.3707,2.4997,-0.18,-0.072,0.6908,1.5743,0.9992,2.2788,1.4464,0.6347,0.4772,2.4783,0.9984,5.1929,2.0919,0.4028,0.5444,1.9,-15.2893,3.49,-28.0837,-8.0469,1.7866,2.0937,0.7309,1.1719,0.4091,0.3491,0.9523,2.0148,1.223,2.1158,1.2843,0.607,0.0143,4.9928,0.1965,-0.6243,0.1182,-0.459,-0.4592,0.1808,-2.3529,2.8874,1.6992,4.8885,?,-9.1411,0.3901,0.6246,9.7133,?,1.8635,0.3137,0.5601,1.5737,0.4414,0.2574,-1.2627,-4.9054,2.7206,3.0337,1.1151,7.4019,9.2031,1.2433,0.5033,-3.9309,-7.8108,1,0,0,0.5033,3.1063,6.1721,0.1002,13.3576,-0.9754,-0.9837,0.9924,31.6467,27.9011,5.2822,14.2792,0.6186,30.9731,26.1785,5.1165,13.8,0.6429,-1.3725,1.7486,1.3224,4.6173,-3.2801,1.0217,-23.0572,-22.5665,1.0324,3.9945,3.8692,1.0658,15.9561,14.971,0.9324,-6.5451,-7.0198,0.9689,34.7044,35.8175,1.0347,3.0925,2.9888,0.4615,64.1834,-0.996,-0.9525,0.9639,DESTRA_PANTALONI
1.1387,0.7914,0.8896,4.5101,-0.2519,0.1685,0.9878,0.9939,4.5905,-1.0305,-0.0274,0.448,0.6694,2.8995,-0.8308,1.7013,0.6584,0.8114,3.2331,0.1386,6.7567,-41.5117,0.6693,-6.1438,0.0991,-0.0161,0.8951,1.329,1.0964,1.4848,1.2249,0.825,0.8012,1.7663,1.2021,2.2046,1.5004,0.6806,0.3895,0.6897,-1.7438,1.7706,-4.477,-2.5285,1.5935,2.2748,0.9598,1.4275,0.6023,0.4219,0.9825,1.5555,1.3949,1.5832,1.4198,0.8968,0.012,2.5663,-0.3415,0.5892,0.7527,-0.1181,-0.1885,0.4388,-0.1978,0.8446,0.919,2.715,-0.5817,-9.3165,0.0186,0.1365,9.4235,?,2.8907,0.1143,0.338,0.9967,0.7214,0.0212,-0.0684,-3.223,6.732,2.7186,0.4038,45.3194,7.3906,0.1631,0.106,-0.3868,-3.6504,0,0.4797,0,0.2881,2.7239,9.4545,0.1016,13.0675,0.9821,0.9884,0.9642,23.6249,11.7586,3.4291,14.3387,0.5162,37.5732,2.3476,1.5322,6.3004,0.8437,-4.9218,0.309,0.5559,6.3599,?,0.6288,-4.8,-7.634,2.238,6.1685,2.7562,5.0088,38.0509,7.5967,0.4497,-2.4057,-5.3491,0.7351,0,0,2.2759,2.2546,0.9906,0.4652,66.1199,-0.9647,0.3213,-0.0782,DESTRA_PANTALONI
-1.899,3.7906,1.947,5.8728,-2.231,-3.1243,10.7472,3.2783,9.2053,-4.4124,0.9623,4.2785,2.0684,7.6198,-1.1043,5.5535,2.2688,1.5063,5.1052,0.4052,0.6078,-1.9734,-0.342,-3.2467,-0.5626,0.1733,0.5939,0.9413,1.2926,1.5849,2.1765,1.3732,0.3527,0.886,1.6708,2.5119,4.737,1.8858,0.5404,1.0141,-1.166,1.8767,-2.1578,-1.1498,1.0687,0.502,0.2118,0.4697,0.1982,0.4219,0.638,0.7707,1.1504,1.2081,1.8031,1.4926,0.0741,7.9881,-0.8769,-0.7959,0.809,0.5834,-0.926,-0.6986,1.8303,6.051,2.4599,7.7685,-0.184,-8.9512,1.5072,1.2277,9.7712,?,-0.8981,4.3983,2.0972,6.0646,-4.4172,-0.2045,-2.0378,9.9663,2.0037,1.1729,0.5854,4.0147,1.3758,0.3427,0.1236,0.2442,1.9759,0,5.8605,0,0.795,1.281,1.6112,0.18,13.108,0.8696,-0.978,-0.9276,-1.2917,452.0285,21.261,66.5,-1.4401,35.2299,13.2632,3.6419,16.0886,0.5888,-13.4195,45.7493,6.7638,21.7808,-15.8882,-0.0367,0.0963,-2.6253,5.8379,3.1433,0.5384,34.0815,9.8806,0.2899,-1.7039,1.9153,-1.1241,0.6966,21.1315,30.3346,4.1334,3.0531,0.7387,0.7396,67.5418,0.3539,-0.6871,-0.8206,DESTRA_PANTALONI
3.8496,56.8682,7.5411,23.9216,-0.7157,-3.4909,42.2488,6.4999,22.5235,-3.3222,0.6534,44.4051,6.6637,21.2988,-1.2167,12.3368,18.7588,4.3311,16.3728,0.2299,-1.1028,5.8918,0.312,-5.3428,-0.283,0.053,1.1602,1.1317,1.7411,0.9754,1.5007,1.5386,1.346,1.2807,3.0315,0.9514,2.2522,2.3672,0.5764,0.8536,-2.0418,1.4809,-3.5423,-2.392,2.6756,1.4511,0.6558,0.5424,0.2451,0.4519,1.0621,1.1231,1.4611,1.0575,1.3757,1.3009,0.054,19.1979,-0.6594,0.5166,0.7733,-0.0564,-0.9338,0.2437,6.3512,3.9933,1.9983,7.3116,0.1744,-2.0897,18.6031,4.3131,12.7476,-1.4008,5.1004,2.8571,1.6903,5.168,0.3635,-3.0393,1.2452,-0.4097,0.4633,1.1822,2.5517,0.2147,1.3977,6.5112,-0.2076,0.5233,-2.5205,1.6678,1.0908,0.654,0.5736,1.4148,2.4666,0.0867,15.8327,-0.4689,-0.7933,0.8319,-41.3913,56.6822,7.5288,49.2172,?,-0.9449,494.7677,22.2434,61.5005,-1.3426,-7.3558,135.0876,11.6227,34.5337,-3.7278,43.8029,5.627,0.1285,0.3385,0.6478,1.9138,0.1146,0.4196,3.6626,1.3963,1.8075,1.2945,0,0,3.5941,0.8003,1.4252,1.7809,0.4335,71.8472,-0.6993,-0.8453,0.888,DESTRA_PANTALONI
4.2421,8.3138,2.8834,12.1531,-0.0849,-2.3565,2.9878,1.7285,6.9958,-4.5671,-0.8551,2.8211,1.6796,8.145,-0.8357,5.8089,4.6597,2.1586,11.1309,0.1073,-1.8002,-4.9609,0.7303,2.7558,-0.4057,-0.1472,1.6681,1.7167,1.3357,1.0291,0.8007,0.7781,2.7826,2.9471,1.7842,1.0591,0.6412,0.6054,0.1657,0.2564,-0.7107,1.5478,-4.2901,-2.7718,8.9146,2.5248,0.8984,0.2832,0.1008,0.3558,1.7372,1.4921,1.0918,0.8589,0.6285,0.7317,0.0519,8.428,0.1,0.398,0.8704,-0.1537,-0.2544,0.3344,6.6142,1.2497,1.1179,5.0541,0.4473,0.2562,4.0243,2.0061,6.6469,-0.6861,6.7309,1.5446,1.2428,4.7201,0.4041,25.8146,0.9827,0.0381,0.5573,0.8995,1.6141,0.3106,0.8091,2.6054,-1.512,1.2775,-0.8449,2.3195,1.1543,0.4977,0.7604,1.0708,1.4082,0.0994,15.1102,-0.2403,-0.9084,0.0047,-11.1196,63.0186,7.9384,31.1386,-6.5219,-5.0091,10.1711,3.1892,14.4592,?,-30.6016,18.5821,4.3107,33.5999,?,2.2199,0.3634,0.1637,2.4891,1.8416,0.7398,6.1958,3.3914,0.5474,1.8672,0.8035,0.4303,0,0,1,2.1535,0.9267,0.4303,0.3468,47.3466,0.052,-0.7961,-0.5895,SINISTRA_PANTALONI
0.0483,0.0137,0.1172,0.5936,-0.8761,-0.0713,0.0049,0.0699,0.3151,-2.1921,-0.0004,0.0138,0.1177,0.6064,-0.9412,0.1777,0.0083,0.0912,0.3444,0.0822,-0.6777,-115.3701,0.272,170.2399,-0.4014,-0.0024,1.6772,0.996,1.2854,0.5938,0.7664,1.2905,2.8131,0.992,1.6522,0.3526,0.5873,1.6655,1.2813,0.9428,-8.9936,0.7359,-7.0193,-9.5389,3.2058,1.0129,0.8434,0.316,0.2631,0.8326,1.8842,0.9789,1.7239,0.5195,0.9149,1.761,0.0009,0.2727,-0.2563,-0.1331,0.3923,-0.0387,-0.3886,0.1178,7.9329,0.0007,0.0262,0.1,0.9875,5.4491,0.0015,0.0384,0.1398,0.9747,-1.8823,0.0001,0.0101,1.8978,?,1.4558,-4.2144,-2.8949,0.6818,2.6015,3.8155,0.4649,6.7676,14.5578,1.4642,-4.1537,-2.8369,1.4452,0,0,0.7157,0.0527,0.0736,0.1001,15.2644,-0.9805,-0.0578,0.1379,-31.4007,0.1536,0.3919,31.9794,?,-3.3702,0.0876,0.296,3.8391,?,30.6348,0.05,0.2235,0.7797,0.975,9.3172,-1.025,-0.11,1.3241,1.7532,1.3241,1.7532,3.0736,1.7531,8.3299,-1.0534,-0.1265,1,0,0,8.3299,41.0137,4.9237,0.449,65.4057,-0.7059,-0.0341,0.4619,SINISTRA_PANTALONI
3.9791,9.1797,3.0298,14.6305,-0.0755,-1.7841,2.0435,1.4295,5.1327,-3.3825,-1.1872,3.152,1.7754,9.7402,-1.2149,5.4194,5.4308,2.3304,12.0617,0.158,-2.2303,-3.3516,0.7342,1.5028,-0.3292,-0.2191,2.1195,1.7066,1.3001,0.8052,0.6134,0.7618,4.4921,2.9123,1.6903,0.6483,0.3763,0.5804,0.2593,0.1922,-0.4538,0.7415,-1.7504,-2.3607,11.6153,3.0934,0.9496,0.2663,0.0818,0.307,2.8505,1.5021,1.213,0.527,0.4255,0.8075,0.0491,7.8167,0.4109,0.5494,0.9382,-0.0078,0.284,0.4566,6.6759,1.9291,1.3889,4.6486,0.495,-0.1223,1.2154,1.1025,4.0533,-1.1306,6.7436,2.8984,1.7025,5.2388,0.3817,-54.6086,0.99,-0.0181,1.2598,0.8158,0.6476,1.5872,0.6656,0.4193,-2.1183,1.4088,-0.665,4.8385,1.0864,0.2245,1.1469,0.8873,0.7737,0.1032,14.4155,0.1669,-0.9866,-0.2719,-10.9146,68.4582,8.2739,27.2385,-55.8503,-2.5996,25.434,5.0432,14.8193,-18.0059,-30.789,32.2611,5.6799,35.2188,?,4.1986,0.3545,0.0844,1.6406,1.4567,0.8879,2.6916,2.122,0.7884,1.906,0.7598,0.3986,0.6145,0,0,1.838,0.7734,0.4208,0.3562,44.8045,0.9234,-0.9593,-0.9881,SINISTRA_PANTALONI
4.4078,12.7784,3.5747,11.2498,-0.0396,2.8857,10.2221,3.1972,13.4674,-1.3015,-6.3786,29.4149,5.4236,17.1483,-28.2367,9.6074,28.556,5.3438,17.8831,0.0818,1.5274,-0.691,0.4588,-0.4524,0.3004,-0.6639,1.1181,0.6591,0.6689,0.5895,0.5983,1.0149,1.2501,0.4344,0.4475,0.3475,0.358,1.0301,0.0563,0.0259,-0.269,0.4598,-4.7785,-10.3918,1.8492,18.4492,0.5556,9.9768,0.3004,0.0301,0.8353,0.656,0.6291,0.7854,0.7531,0.9589,0.089,15.1948,-0.5388,-0.964,0.9777,0.4109,-0.4869,-0.9883,6.9059,0.215,0.4636,2.183,0.6998,6.8521,0.1746,0.4178,1.8658,0.7768,-1.0555,0.0117,0.1084,1.2416,?,1.0079,-6.5427,-6.4917,1.1097,4.2786,3.8555,1.2315,18.3061,14.865,0.7836,-4.0994,-5.2314,0.8698,0,0,1.17,1.7582,1.5027,0.1052,14.8135,-0.9977,-0.55,0.5251,-9.7459,49.2676,7.0191,26.2177,-1.388,-33.8296,1.3633,1.1676,36.0596,?,13.56,32.9695,5.7419,23.6984,-0.3574,0.2881,-0.7187,-2.4948,6.0115,1.2224,0.2033,36.1386,1.4943,0.0414,0.4226,2.4424,5.7794,0,0.6288,0,0.7271,1.1063,1.5216,0.4057,59.0319,-0.2424,-0.9883,0.0972,SINISTRA_PANTALONI
0.0261,0.0065,0.0807,0.3463,-0.8578,-0.0158,0.0021,0.0458,0.2173,-0.9954,0.0365,0.0187,0.1369,0.6443,-1.0356,0.1585,0.0045,0.067,0.3131,0.1184,-1.6475,0.7139,0.1645,-0.4334,-0.0998,0.2304,1.7604,0.5893,1.2037,0.3348,0.6838,2.0425,3.0988,0.3473,1.4488,0.1121,0.4675,4.1718,1.4748,0.4879,-3.8041,0.3308,-2.5793,-7.7976,1.7114,0.589,0.5249,0.3442,0.3067,0.8912,1.5934,0.5375,1.1062,0.3374,0.6942,2.0578,0.0005,0.2268,0.057,0.2891,0.0697,-0.2423,0.2308,0.0636,7.4682,0.0004,0.0188,0.054,0.9928,6.3285,0.0004,0.0199,0.0571,0.991,-0.5882,0.0006,0.025,0.6321,?,1.1801,-12.6961,-10.7586,0.9451,0.7517,0.7954,0.8933,0.5651,0.6326,1.1811,-11.7719,-9.9671,1.179,0,0,0.9454,0.0854,0.0903,0.1043,14.3849,-0.9659,0.9836,-0.9755,-14.4663,0.0334,0.1827,14.8193,?,-32.7765,0.0163,0.1278,32.9987,?,11.9844,0.0187,0.1367,0.4791,0.9609,0.4414,-1.2071,-2.7349,1.4296,1.3373,0.9354,2.0438,1.7882,0.875,0.4491,-1.2602,-2.806,1,0,0,0.4491,30.9299,68.8726,0.4019,59.2272,-0.145,-0.4857,0.3372,SINISTRA_PANTALONI
0.1075,0.3355,0.5792,5.5415,-0.2501,0.0094,0.0894,0.2989,2.4252,-0.4742,-0.0038,2.0872,1.4447,16.4431,-0.7422,0.6807,2.0603,1.4354,10.5009,0.0052,11.39,-28.1376,0.158,-2.4704,0.0139,-0.0056,1.9376,0.4009,0.4035,0.2069,0.2083,1.0065,3.7542,0.1607,0.1628,0.0428,0.0434,1.013,1.4213,0.1583,-20.1272,0.1114,-14.1614,-127.1587,2.6945,0.4697,0.4199,0.1743,0.1558,0.8941,2.2849,0.337,0.5277,0.1475,0.231,1.5659,0.0011,0.9797,0.4714,0.7616,0.3309,0.5778,0.2002,0.0282,-1.4236,0.0007,0.0273,1.4871,?,-9.6749,0,0.0051,9.6798,?,0.734,0.0009,0.0301,0.1213,0.8483,0.1471,-1.9395,-13.1807,5.3737,0.9077,0.1689,28.877,0.824,0.0285,0.1536,-2.1926,-14.2717,1,0,0,0.1536,12.2574,79.7839,0.1032,11.8325,-0.9077,-0.2008,0.6242,-10.9469,0.1647,0.4059,11.6989,?,41.8736,0.0482,0.2195,0.6607,0.9843,-8.5457,0.0923,0.3038,9.0591,?,-0.2614,1.281,-4.9,1.8487,1.3361,0.7227,3.4178,1.7852,0.5223,-0.2818,1.2914,-4.5831,0,1,0,17.7067,1.2914,0.0729,0.4644,61.3662,-0.3569,0.1515,0.658,SINISTRA_PANTALONI
